FA2: TOM formula 2 known to treat Anxiety,,,,
Idx,compID,geneID,CompName,GeneSymbol
17752,79938,156,Calcium(II) ion,A2M
3050,1531,5008,Zinc,AADAC
12644,84987,5008,DL-Histidine,AADAC
19097,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
12245,84987,3630,DL-Histidine,AADACL2
17348,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
12123,84987,39114,DL-Histidine,AADACL4
16827,79938,39114,Calcium(II) ion,AADACL4
2695,1531,690,Zinc,AARS
3387,120,690,Vitamin C,AARS
11536,85497,690,DL-Serine,AARS
12584,84987,690,DL-Histidine,AARS
2968,1531,689,Zinc,AARS2
11557,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
6730,86025,434,Oxygen,AASS
8359,80001,434,Manganese,AASS
14582,15910,434,Copper,AASS
16621,79938,434,Calcium(II) ion,AASS
3997,36879,178,Vanillin,ABAT
9784,8153,178,L-(+)-Alanine,ABAT
10869,31781,178,g-Guanidinobutyrate,ABAT
12522,84987,178,DL-Histidine,ABAT
18532,79938,178,Calcium(II) ion,ABAT
601,1531,730,Zinc,ABCA1
3388,120,730,Vitamin C,ABCA1
4464,3032,730,Stearic acid,ABCA1
6127,3583,730,Palmitic acid,ABCA1
10516,36210,730,Honokiol,ABCA1
14119,9988,730,D-(&minus;)-Fructose,ABCA1
15432,79939,730,Chromium,ABCA1
15836,117,730,choline,ABCA1
21263,9026,730,Arachidonic acid,ABCA1
14733,15910,5503,Copper,ABCA2
15239,897,5503,Cocaine,ABCA2
15253,897,5504,Cocaine,ABCA3
10959,36170,5490,Eugenol,ABCA6
8615,80001,5497,Manganese,ABCA9
3389,120,727,Vitamin C,ABCB1
4194,157,727,Tocopherol,ABCB1
4572,34650,727,Sinensetin,ABCB1
6457,3583,727,Palmitic acid,ABCB1
7038,35586,727,Nobiletin,ABCB1
7626,34516,727,Neochanin,ABCB1
7933,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
12761,40089,727,D-Glucopyranose,ABCB1
18579,79938,727,Calcium(II) ion,ABCB1
19591,194,727,Caffeine,ABCB1
20468,3374,727,Butanoic acid,ABCB1
10442,1530,5481,Iron,ABCB10
6931,32326,743,Oleanolic acid,ABCB11
21264,9026,743,Arachidonic acid,ABCB11
21515,126,743,Alpha-Linolenic acid,ABCB11
6458,3583,3869,Palmitic acid,ABCB4
16008,117,3869,choline,ABCB4
19594,194,3337,Caffeine,ABCB5
10389,1530,5487,Iron,ABCB6
10393,1530,5482,Iron,ABCB7
12762,40089,5482,D-Glucopyranose,ABCB7
2308,1531,5505,Zinc,ABCB9
3390,120,1448,Vitamin C,ABCC1
4334,35710,1448,Tangeritin,ABCC1
4567,34650,1448,Sinensetin,ABCC1
7047,35586,1448,Nobiletin,ABCC1
7627,34516,1448,Neochanin,ABCC1
7662,3283,1448,Naringenin,ABCC1
7752,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
9793,34602,1448,iso-Licoflavonol,ABCC1
9828,1530,1448,Iron,ABCC1
10960,36170,1448,Eugenol,ABCC1
12763,40089,1448,D-Glucopyranose,ABCC1
16538,79938,1448,Calcium(II) ion,ABCC1
21652,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
7832,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
1804,1531,5483,Zinc,ABCC12
3391,120,729,Vitamin C,ABCC2
7628,34516,729,Neochanin,ABCC2
12764,40089,729,D-Glucopyranose,ABCC2
7916,8019,5296,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC3
7663,3283,5332,Naringenin,ABCC4
7782,8019,5332,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC4
1402,1531,5337,Zinc,ABCC5
7664,3283,5337,Naringenin,ABCC5
7048,86074,5334,Nickel,ABCC6
19300,79938,5334,Calcium(II) ion,ABCC6
4751,79942,746,potassium cation,ABCC8
16640,79938,746,Calcium(II) ion,ABCC8
5220,79942,737,potassium cation,ABCC9
6582,3583,5480,Palmitic acid,ABCD1
9432,38621,5480,Lignoceric acid,ABCD1
16285,4236,5480,Caprylic acid,ABCD1
20960,3374,5480,Butanoic acid,ABCD1
22150,71724,5480,(13E)-13-Docosenoic acid,ABCD1
9411,38621,5491,Lignoceric acid,ABCD2
16237,4236,5491,Caprylic acid,ABCD2
20781,3374,5491,Butanoic acid,ABCD2
9393,38621,5485,Lignoceric acid,ABCD3
16207,4236,5485,Caprylic acid,ABCD3
21265,9026,5485,Arachidonic acid,ABCD3
9441,38621,5501,Lignoceric acid,ABCD4
16220,4236,5501,Caprylic acid,ABCD4
10387,1530,5492,Iron,ABCE1
3160,1531,5479,Zinc,ABCF2
12765,40089,5479,D-Glucopyranose,ABCF2
906,1531,728,Zinc,ABCG1
4426,3032,728,Stearic acid,ABCG1
5988,3583,728,Palmitic acid,ABCG1
7049,86074,728,Nickel,ABCG1
15870,117,728,choline,ABCG1
21266,9026,728,Arachidonic acid,ABCG1
21695,3993,728,4-Hydroxybenzoic acid,ABCG1
4573,34650,3338,Sinensetin,ABCG2
6932,32326,3338,Oleanolic acid,ABCG2
7042,35586,3338,Nobiletin,ABCG2
7978,8019,3338,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCG2
9456,34518,3338,Licochalcone A,ABCG2
9802,34602,3338,iso-Licoflavonol,ABCG2
10392,1530,3338,Iron,ABCG2
10791,57804,3338,Glycyrrh-iso-flavone,ABCG2
15650,79939,3338,Chromium,ABCG2
20338,194,3338,Caffeine,ABCG2
21655,35360,3338,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCG2
21741,3993,3338,4-Hydroxybenzoic acid,ABCG2
12766,40089,5493,D-Glucopyranose,ABCG4
2733,1531,4893,Zinc,ABCG5
4415,33749,4893,Stigmasterol,ABCG5
15210,897,4893,Cocaine,ABCG5
21733,3993,4893,4-Hydroxybenzoic acid,ABCG5
4416,33749,5486,Stigmasterol,ABCG8
21728,3993,5486,4-Hydroxybenzoic acid,ABCG8
22253,63707,5174,(.+/-.)-trans-Nerolidol,ABHD1
11789,8660,5005,DL-Proline,ABHD5
16464,79938,5005,Calcium(II) ion,ABHD5
8015,35694,751,Myristicin,ABL1
8081,6911,751,Myristic acid,ABL1
15733,79939,751,Chromium,ABL1
21160,36250,751,Benzaldehyde,ABL1
6625,86025,726,Oxygen,ABL2
15719,79939,726,Chromium,ABL2
21179,36250,726,Benzaldehyde,ABL2
16233,4236,5099,Caprylic acid,ACAA1
17617,79938,5099,Calcium(II) ion,ACAA1
18371,79938,5097,Calcium(II) ion,ACAA2
5989,3583,270,Palmitic acid,ACACA
10461,36210,270,Honokiol,ACACA
12771,40089,270,D-Glucopyranose,ACACA
14120,9988,270,D-(&minus;)-Fructose,ACACA
16153,4179,270,Carboxy-N,ACACA
21516,126,270,Alpha-Linolenic acid,ACACA
497,1531,267,Zinc,ACACB
3975,36879,267,Vanillin,ACACB
4518,3032,267,Stearic acid,ACACB
6118,3583,267,Palmitic acid,ACACB
6694,86025,267,Oxygen,ACACB
10579,86925,267,hexahydro-2-oxo-1h-thieno(3,ACACB
14121,9988,267,D-(&minus;)-Fructose,ACACB
14338,142,267,CREATINE,ACACB
15826,117,267,choline,ACACB
16215,4236,267,Caprylic acid,ACACB
16788,79938,267,Calcium(II) ion,ACACB
21090,32446,267,beta-Ionone,ACACB
21887,44788,267,1-Hexanoic acid,ACACB
22147,71724,267,(13E)-13-Docosenoic acid,ACACB
18408,79938,1577,Calcium(II) ion,ACAD8
6072,3583,2480,Palmitic acid,ACADM
16190,4236,2480,Caprylic acid,ACADM
16375,79938,2480,Calcium(II) ion,ACADM
2983,1531,620,Zinc,ACADS
4551,3032,620,Stearic acid,ACADS
6543,3583,620,Palmitic acid,ACADS
6706,86025,620,Oxygen,ACADS
16270,4236,620,Caprylic acid,ACADS
19027,79938,620,Calcium(II) ion,ACADS
20933,3374,620,Butanoic acid,ACADS
807,1531,717,Zinc,ACADSB
17060,79938,717,Calcium(II) ion,ACADSB
4195,157,1296,Tocopherol,ACAT1
4417,33749,1296,Stigmasterol,ACAT1
5170,79942,1296,potassium cation,ACAT1
6720,86025,1296,Oxygen,ACAT1
18575,79938,1296,Calcium(II) ion,ACAT1
6711,86025,1814,Oxygen,ACAT2
17135,79938,1814,Calcium(II) ion,ACAT2
19613,194,1814,Caffeine,ACAT2
10453,1530,2628,Iron,ACCS
18681,79938,2628,Calcium(II) ion,ACCS
10436,1530,39139,Iron,ACCSL
16760,79938,39139,Calcium(II) ion,ACCSL
2190,1531,778,Zinc,ACE
5108,79942,778,potassium cation,ACE
7910,8019,778,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ACE
11910,8660,778,DL-Proline,ACE
12773,40089,778,D-Glucopyranose,ACE
14123,9988,778,D-(&minus;)-Fructose,ACE
14447,142,778,CREATINE,ACE
