FA3: TOM formula 3 known to treat Anxiety,,,,
Idx,compID,geneID,CompName,GeneSymbol
6305,3967,4915,Quercetin,A1BG
22808,79938,156,Calcium(II) ion,A2M
25932,59463,156,2-PROPENOL,A2M
3050,1531,5008,Zinc,AADAC
15277,31797,5008,DL-Methionine,AADAC
16671,84987,5008,DL-Histidine,AADAC
17913,27647,5008,DL-Glutamic acid,AADAC
24153,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
14797,31797,3630,DL-Methionine,AADACL2
16272,84987,3630,DL-Histidine,AADACL2
17831,27647,3630,DL-Glutamic acid,AADACL2
22404,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
14657,31797,39114,DL-Methionine,AADACL4
16150,84987,39114,DL-Histidine,AADACL4
17801,27647,39114,DL-Glutamic acid,AADACL4
21883,79938,39114,Calcium(II) ion,AADACL4
6692,3967,177,Quercetin,AADAT
8192,2102,177,Phenylethyl alcohol,AADAT
17743,27647,177,DL-Glutamic acid,AADAT
17732,27647,1694,DL-Glutamic acid,AANAT
2695,1531,690,Zinc,AARS
3387,120,690,Vitamin C,AARS
14074,85497,690,DL-Serine,AARS
15183,31797,690,DL-Methionine,AARS
15942,9038,690,DL-Isoleucine,AARS
16611,84987,690,DL-Histidine,AARS
18387,31783,690,DL-asparagine,AARS
2968,1531,689,Zinc,AARS2
14095,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
4499,3967,434,Quercetin,AASS
9174,86025,434,Oxygen,AASS
10421,80001,434,Manganese,AASS
16848,27647,434,DL-Glutamic acid,AASS
20213,15910,434,Copper,AASS
21677,79938,434,Calcium(II) ion,AASS
11610,8153,178,L-(+)-Alanine,ABAT
16549,84987,178,DL-Histidine,ABAT
17327,27647,178,DL-Glutamic acid,ABAT
23588,79938,178,Calcium(II) ion,ABAT
601,1531,730,Zinc,ABCA1
3388,120,730,Vitamin C,ABCA1
4173,3032,730,Stearic acid,ABCA1
4692,3967,730,Quercetin,ABCA1
8571,3583,730,Palmitic acid,ABCA1
19985,9988,730,D-(&minus;)-Fructose,ABCA1
20910,79939,730,Chromium,ABCA1
