FA5: TOM formula 5 known to treat Anxiety,,,,
Idx,compID,geneID,CompName,GeneSymbol
7048,3967,4915,Quercetin,A1BG
13698,1691,156,Isopropyl methoxy pyrazine,A2M
27045,79938,156,Calcium(II) ion,A2M
4782,3373,1922,spermidine,aacC1
3065,1531,5008,Zinc,AADAC
7830,9759,5008,Pyroglutamic acid,AADAC
18281,31797,5008,DL-Methionine,AADAC
19675,84987,5008,DL-Histidine,AADAC
20917,27647,5008,DL-Glutamic acid,AADAC
28390,79938,5008,Calcium(II) ion,AADAC
1099,1531,3630,Zinc,AADACL2
7768,9759,3630,Pyroglutamic acid,AADACL2
17801,31797,3630,DL-Methionine,AADACL2
19276,84987,3630,DL-Histidine,AADACL2
20835,27647,3630,DL-Glutamic acid,AADACL2
26641,79938,3630,Calcium(II) ion,AADACL2
573,1531,39114,Zinc,AADACL4
7752,9759,39114,Pyroglutamic acid,AADACL4
17661,31797,39114,DL-Methionine,AADACL4
19154,84987,39114,DL-Histidine,AADACL4
20805,27647,39114,DL-Glutamic acid,AADACL4
26120,79938,39114,Calcium(II) ion,AADACL4
7435,3967,177,Quercetin,AADAT
9335,31784,177,Pipecolic acid,AADAT
9595,2102,177,Phenylethyl alcohol,AADAT
20747,27647,177,DL-Glutamic acid,AADAT
29580,5525,177,Benzyl alcohol,AADAT
30399,38491,177,alpha-Ketoglutaric acid,AADAT
20736,27647,1694,DL-Glutamic acid,AANAT
2710,1531,690,Zinc,AARS
3402,120,690,Vitamin C,AARS
17078,85497,690,DL-Serine,AARS
18187,31797,690,DL-Methionine,AARS
18946,9038,690,DL-Isoleucine,AARS
19615,84987,690,DL-Histidine,AARS
21180,31783,690,DL-asparagine,AARS
2983,1531,689,Zinc,AARS2
17099,85497,689,DL-Serine,AARS2
324,1531,434,Zinc,AASS
4649,121,434,Spermine,AASS
4823,3373,434,spermidine,AASS
5242,3967,434,Quercetin,AASS
7994,1840,434,putrescine,AASS
9314,31784,434,Pipecolic acid,AASS
10686,86025,434,Oxygen,AASS
12280,80001,434,Manganese,AASS
19852,27647,434,DL-Glutamic acid,AASS
23258,15910,434,Copper,AASS
25914,79938,434,Calcium(II) ion,AASS
30138,38491,434,alpha-Ketoglutaric acid,AASS
7620,114,178,Pyruvic acid,ABAT
8070,1840,178,putrescine,ABAT
9341,10339,178,Phloridzin,ABAT
13680,8153,178,L-(+)-Alanine,ABAT
19553,84987,178,DL-Histidine,ABAT
20331,27647,178,DL-Glutamic acid,ABAT
27825,79938,178,Calcium(II) ion,ABAT
30342,38491,178,alpha-Ketoglutaric acid,ABAT
30941,25864,178,2-Pyrrolidone,ABAT
616,1531,730,Zinc,ABCA1
3403,120,730,Vitamin C,ABCA1
4522,3032,730,Stearic acid,ABCA1
5435,3967,730,Quercetin,ABCA1
10068,3583,730,Palmitic acid,ABCA1
