FA9: TOM formula 9 known to treat Anxiety,,,,
Idx,compID,geneID,CompName,GeneSymbol
6548,3967,4915,Quercetin,A1BG
27324,79938,156,Calcium(II) ion,A2M
3065,1531,5008,Zinc,AADAC
7206,9759,5008,Pyroglutamic acid,AADAC
18150,84987,5008,DL-Histidine,AADAC
19392,27647,5008,DL-Glutamic acid,AADAC
28669,79938,5008,Calcium(II) ion,AADAC
1099,1531,3630,Zinc,AADACL2
7144,9759,3630,Pyroglutamic acid,AADACL2
17751,84987,3630,DL-Histidine,AADACL2
19310,27647,3630,DL-Glutamic acid,AADACL2
26920,79938,3630,Calcium(II) ion,AADACL2
573,1531,39114,Zinc,AADACL4
7128,9759,39114,Pyroglutamic acid,AADACL4
17629,84987,39114,DL-Histidine,AADACL4
19280,27647,39114,DL-Glutamic acid,AADACL4
26399,79938,39114,Calcium(II) ion,AADACL4
6935,3967,177,Quercetin,AADAT
8574,31784,177,Pipecolic acid,AADAT
19222,27647,177,DL-Glutamic acid,AADAT
29893,5525,177,Benzyl alcohol,AADAT
19211,27647,1694,DL-Glutamic acid,AANAT
2710,1531,690,Zinc,AARS
3402,120,690,Vitamin C,AARS
16911,85497,690,DL-Serine,AARS
17421,9038,690,DL-Isoleucine,AARS
18090,84987,690,DL-Histidine,AARS
19655,31783,690,DL-asparagine,AARS
21500,36042,690,Coumesterol,AARS
2983,1531,689,Zinc,AARS2
16932,85497,689,DL-Serine,AARS2
324,1531,434,Zinc,AASS
4742,3967,434,Quercetin,AASS
8553,31784,434,Pipecolic acid,AASS
9758,86025,434,Oxygen,AASS
12605,80001,434,Manganese,AASS
18327,27647,434,DL-Glutamic acid,AASS
23394,15910,434,Copper,AASS
26193,79938,434,Calcium(II) ion,AASS
4012,36879,178,Vanillin,ABAT
13825,8153,178,L-(+)-Alanine,ABAT
18028,84987,178,DL-Histidine,ABAT
18806,27647,178,DL-Glutamic acid,ABAT
21501,36042,178,Coumesterol,ABAT
28104,79938,178,Calcium(II) ion,ABAT
616,1531,730,Zinc,ABCA1
3403,120,730,Vitamin C,ABCA1
4409,3032,730,Stearic acid,ABCA1
4935,3967,730,Quercetin,ABCA1
9039,3583,730,Palmitic acid,ABCA1
21318,9988,730,D-(&minus;)-Fructose,ABCA1
24976,79939,730,Chromium,ABCA1
25380,117,730,choline,ABCA1
30098,9026,730,Arachidonic acid,ABCA1
30432,10009,730,Adenosine cyclic 3',ABCA1
6362,3967,5488,Quercetin,ABCA12
23545,15910,5503,Copper,ABCA2
24051,897,5503,Cocaine,ABCA2
24065,897,5504,Cocaine,ABCA3
15221,36170,5490,Eugenol,ABCA6
6549,3967,5484,Quercetin,ABCA7
12861,80001,5497,Manganese,ABCA9
3404,120,727,Vitamin C,ABCB1
4188,157,727,Tocopherol,ABCB1
6448,3967,727,Quercetin,ABCB1
9369,3583,727,Palmitic acid,ABCB1
10957,1102,727,Nifedipine,ABCB1
11724,34516,727,Neochanin,ABCB1
12026,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
16209,36468,727,Estragole,ABCB1
18815,27647,727,DL-Glutamic acid,ABCB1
19852,40089,727,D-Glucopyranose,ABCB1
21281,732,727,D-(-)-Mannitol,ABCB1
28151,79938,727,Calcium(II) ion,ABCB1
29111,3374,727,Butanoic acid,ABCB1
14578,1530,5481,Iron,ABCB10
9918,32326,743,Oleanolic acid,ABCB11
11047,1102,743,Nifedipine,ABCB11
30099,9026,743,Arachidonic acid,ABCB11
30394,126,743,Alpha-Linolenic acid,ABCB11
6449,3967,3869,Quercetin,ABCB4
9370,3583,3869,Palmitic acid,ABCB4
16207,36468,3869,Estragole,ABCB4
25552,117,3869,choline,ABCB4
10949,1102,3337,Nifedipine,ABCB5
14525,1530,5487,Iron,ABCB6
6747,3967,5482,Quercetin,ABCB7
14529,1530,5482,Iron,ABCB7
19853,40089,5482,D-Glucopyranose,ABCB7
2323,1531,5505,Zinc,ABCB9
3405,120,1448,Vitamin C,ABCC1
4679,3967,1448,Quercetin,ABCC1
11725,34516,1448,Neochanin,ABCC1
11755,3283,1448,Naringenin,ABCC1
11845,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
12385,2272,1448,Myricetin,ABCC1
13915,34602,1448,iso-Licoflavonol,ABCC1
13930,35196,1448,ISOGINKGETIN,ABCC1
13964,1530,1448,Iron,ABCC1
14813,1081,1448,Hesperetin,ABCC1
15222,36170,1448,Eugenol,ABCC1
16213,34886,1448,Eriodictyol,ABCC1
19854,40089,1448,D-Glucopyranose,ABCC1
26110,79938,1448,Calcium(II) ion,ABCC1
30810,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
11925,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
1819,1531,5483,Zinc,ABCC12
3406,120,729,Vitamin C,ABCC2
5059,3967,729,Quercetin,ABCC2
11048,1102,729,Nifedipine,ABCC2
11726,34516,729,Neochanin,ABCC2
12386,2272,729,Myricetin,ABCC2
19855,40089,729,D-Glucopyranose,ABCC2
11049,1102,5296,Nifedipine,ABCC3
12009,8019,5296,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC3
4898,3967,5332,Quercetin,ABCC4
11756,3283,5332,Naringenin,ABCC4
11875,8019,5332,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC4
14814,1081,5332,Hesperetin,ABCC4
25645,10010,5332,cGMP,ABCC4
30349,9316,5332,Angelicin,ABCC4
30433,10009,5332,Adenosine cyclic 3',ABCC4
1417,1531,5337,Zinc,ABCC5
5579,3967,5337,Quercetin,ABCC5
