FA10: TOM formula 10 known to treat Anxiety,,,,
Idx,compID,geneID,CompName,GeneSymbol
6468,3967,4915,Quercetin,A1BG
14064,819,156,Diazepam,A2M
19013,79938,156,Calcium(II) ion,A2M
3050,1531,5008,Zinc,AADAC
13924,84987,5008,DL-Histidine,AADAC
20358,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
13525,84987,3630,DL-Histidine,AADACL2
18609,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
13403,84987,39114,DL-Histidine,AADACL4
18088,79938,39114,Calcium(II) ion,AADACL4
6855,3967,177,Quercetin,AADAT
2695,1531,690,Zinc,AARS
3387,120,690,Vitamin C,AARS
13160,85497,690,DL-Serine,AARS
13864,84987,690,DL-Histidine,AARS
2968,1531,689,Zinc,AARS2
13181,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
4662,3967,434,Quercetin,AASS
9175,86025,434,Oxygen,AASS
10631,80001,434,Manganese,AASS
15997,15910,434,Copper,AASS
17882,79938,434,Calcium(II) ion,AASS
3997,36879,178,Vanillin,ABAT
11829,8153,178,L-(+)-Alanine,ABAT
12794,31781,178,g-Guanidinobutyrate,ABAT
13802,84987,178,DL-Histidine,ABAT
14146,819,178,Diazepam,ABAT
19793,79938,178,Calcium(II) ion,ABAT
21878,8862,178,Allantoin,ABAT
601,1531,730,Zinc,ABCA1
3388,120,730,Vitamin C,ABCA1
4327,3032,730,Stearic acid,ABCA1
4855,3967,730,Quercetin,ABCA1
8572,3583,730,Palmitic acid,ABCA1
15537,9988,730,D-(&minus;)-Fructose,ABCA1
16787,79939,730,Chromium,ABCA1
17191,117,730,choline,ABCA1
21568,9026,730,Arachidonic acid,ABCA1
6282,3967,5488,Quercetin,ABCA12
16148,15910,5503,Copper,ABCA2
16659,897,5503,Cocaine,ABCA2
16673,897,5504,Cocaine,ABCA3
6469,3967,5484,Quercetin,ABCA7
10887,80001,5497,Manganese,ABCA9
3389,120,727,Vitamin C,ABCB1
4067,157,727,Tocopherol,ABCB1
4435,34650,727,Sinensetin,ABCB1
6368,3967,727,Quercetin,ABCB1
8902,3583,727,Palmitic acid,ABCB1
9416,35586,727,Nobiletin,ABCB1
10212,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
14145,819,727,Diazepam,ABCB1
14179,40089,727,D-Glucopyranose,ABCB1
19840,79938,727,Calcium(II) ion,ABCB1
20783,3374,727,Butanoic acid,ABCB1
22435,37709,727,1-Octanol,ABCB1
12474,1530,5481,Iron,ABCB10
9215,32326,743,Oleanolic acid,ABCB11
21569,9026,743,Arachidonic acid,ABCB11
21820,126,743,Alpha-Linolenic acid,ABCB11
6369,3967,3869,Quercetin,ABCB4
8903,3583,3869,Palmitic acid,ABCB4
17363,117,3869,choline,ABCB4
12421,1530,5487,Iron,ABCB6
6667,3967,5482,Quercetin,ABCB7
12425,1530,5482,Iron,ABCB7
14180,40089,5482,D-Glucopyranose,ABCB7
2308,1531,5505,Zinc,ABCB9
3390,120,1448,Vitamin C,ABCC1
4207,35710,1448,Tangeritin,ABCC1
4430,34650,1448,Sinensetin,ABCC1
4599,3967,1448,Quercetin,ABCC1
9425,35586,1448,Nobiletin,ABCC1
10031,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
11860,1530,1448,Iron,ABCC1
14181,40089,1448,D-Glucopyranose,ABCC1
17799,79938,1448,Calcium(II) ion,ABCC1
10111,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
1804,1531,5483,Zinc,ABCC12
3391,120,729,Vitamin C,ABCC2
4979,3967,729,Quercetin,ABCC2
14182,40089,729,D-Glucopyranose,ABCC2
10195,8019,5296,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC3
4818,3967,5332,Quercetin,ABCC4
10061,8019,5332,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC4
1402,1531,5337,Zinc,ABCC5
5499,3967,5337,Quercetin,ABCC5
6974,3967,5334,Quercetin,ABCC6
9426,86074,5334,Nickel,ABCC6
20561,79938,5334,Calcium(II) ion,ABCC6
7204,79942,746,potassium cation,ABCC8
9295,31550,746,Nordazepam,ABCC8
17901,79938,746,Calcium(II) ion,ABCC8
22299,38848,746,3-Octanone,ABCC8
7673,79942,737,potassium cation,ABCC9
9027,3583,5480,Palmitic acid,ABCD1
11496,38621,5480,Lignoceric acid,ABCD1
17587,4236,5480,Caprylic acid,ABCD1
21275,3374,5480,Butanoic acid,ABCD1
22711,71724,5480,(13E)-13-Docosenoic acid,ABCD1
11475,38621,5491,Lignoceric acid,ABCD2
17539,4236,5491,Caprylic acid,ABCD2
21096,3374,5491,Butanoic acid,ABCD2
4988,3967,5485,Quercetin,ABCD3
11457,38621,5485,Lignoceric acid,ABCD3
17509,4236,5485,Caprylic acid,ABCD3
21570,9026,5485,Arachidonic acid,ABCD3
11505,38621,5501,Lignoceric acid,ABCD4
17522,4236,5501,Caprylic acid,ABCD4
12419,1530,5492,Iron,ABCE1
3160,1531,5479,Zinc,ABCF2
