FA4: TOM formula 4 known to treat Anxiety,,,,
Idx,compID,geneID,CompName,GeneSymbol
2748,3967,4915,Quercetin,A1BG
5048,1691,156,Isopropyl methoxy pyrazine,A2M
488,3373,1922,spermidine,aacC1
3530,9759,5008,Pyroglutamic acid,AADAC
7421,31797,5008,DL-Methionine,AADAC
9316,27647,5008,DL-Glutamic acid,AADAC
12850,7601,5008,cephaloridine,AADAC
3468,9759,3630,Pyroglutamic acid,AADACL2
6941,31797,3630,DL-Methionine,AADACL2
9234,27647,3630,DL-Glutamic acid,AADACL2
3452,9759,39114,Pyroglutamic acid,AADACL4
6801,31797,39114,DL-Methionine,AADACL4
9204,27647,39114,DL-Glutamic acid,AADACL4
3135,3967,177,Quercetin,AADAT
9146,27647,177,DL-Glutamic acid,AADAT
14326,38491,177,alpha-Ketoglutaric acid,AADAT
9135,27647,1694,DL-Glutamic acid,AANAT
7327,31797,690,DL-Methionine,AARS
8086,9038,690,DL-Isoleucine,AARS
9526,36042,690,Coumesterol,AARS
355,121,434,Spermine,AASS
529,3373,434,spermidine,AASS
942,3967,434,Quercetin,AASS
3573,1840,434,putrescine,AASS
8251,27647,434,DL-Glutamic acid,AASS
11375,4373,434,Coumarin,AASS
12851,7601,434,cephaloridine,AASS
14065,38491,434,alpha-Ketoglutaric acid,AASS
3320,114,178,Pyruvic acid,ABAT
3649,1840,178,putrescine,ABAT
8730,27647,178,DL-Glutamic acid,ABAT
9527,36042,178,Coumesterol,ABAT
14269,38491,178,alpha-Ketoglutaric acid,ABAT
14376,8862,178,Allantoin,ABAT
14844,25864,178,2-Pyrrolidone,ABAT
228,3032,730,Stearic acid,ABCA1
1135,3967,730,Quercetin,ABCA1
12544,117,730,choline,ABCA1
14432,10009,730,Adenosine cyclic 3',ABCA1
13694,36175,5489,Arbutin,ABCA10
2562,3967,5488,Quercetin,ABCA12
13695,36175,5499,Arbutin,ABCA13
5406,36170,5490,Eugenol,ABCA6
2749,3967,5484,Quercetin,ABCA7
2648,3967,727,Quercetin,ABCB1
3808,34785,727,Pachypodol,ABCB1
4074,34516,727,Neochanin,ABCB1
4376,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
8739,27647,727,DL-Glutamic acid,ABCB1
3945,32326,743,Oleanolic acid,ABCB11
11376,4373,743,Coumarin,ABCB11
2649,3967,3869,Quercetin,ABCB4
12716,117,3869,choline,ABCB4
7658,31797,5487,DL-Methionine,ABCB6
2947,3967,5482,Quercetin,ABCB7
879,3967,1448,Quercetin,ABCC1
3806,34785,1448,Pachypodol,ABCC1
4075,34516,1448,Neochanin,ABCC1
4105,3283,1448,Naringenin,ABCC1
4195,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
4730,2272,1448,Myricetin,ABCC1
5051,34602,1448,iso-Licoflavonol,ABCC1
5407,36170,1448,Eugenol,ABCC1
6002,34886,1448,Eriodictyol,ABCC1
14686,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
4275,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
13696,36175,5498,Arbutin,ABCC13
1259,3967,729,Quercetin,ABCC2
4076,34516,729,Neochanin,ABCC2
