FO4: TOM formula 4 known to treat Obesity,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
1,3967,4915,Quercetin,A1BG
2,819,156,Diazepam,A2M
3,79938,156,Calcium(II) ion,A2M
4,1531,5008,Zinc,AADAC
5,84987,5008,DL-Histidine,AADAC
6,79938,5008,Calcium(II) ion,AADAC
7,1531,3630,Zinc,AADACL2
8,84987,3630,DL-Histidine,AADACL2
9,79938,3630,Calcium(II) ion,AADACL2
10,1531,39114,Zinc,AADACL4
11,84987,39114,DL-Histidine,AADACL4
12,79938,39114,Calcium(II) ion,AADACL4
13,3967,177,Quercetin,AADAT
14,1531,690,Zinc,AARS
15,120,690,Vitamin C,AARS
16,85497,690,DL-Serine,AARS
17,84987,690,DL-Histidine,AARS
18,36058,690,Dibutyl phthalate,AARS
19,1531,689,Zinc,AARS2
20,85497,689,DL-Serine,AARS2
21,1531,434,Zinc,AASS
22,3967,434,Quercetin,AASS
23,86025,434,Oxygen,AASS
24,80001,434,Manganese,AASS
25,15910,434,Copper,AASS
26,79938,434,Calcium(II) ion,AASS
27,36879,178,Vanillin,ABAT
28,8153,178,L-(+)-Alanine,ABAT
29,84987,178,DL-Histidine,ABAT
30,36058,178,Dibutyl phthalate,ABAT
31,819,178,Diazepam,ABAT
32,79938,178,Calcium(II) ion,ABAT
33,8862,178,Allantoin,ABAT
34,1531,730,Zinc,ABCA1
35,120,730,Vitamin C,ABCA1
36,3032,730,Stearic acid,ABCA1
37,3967,730,Quercetin,ABCA1
38,9921,730,Palmitoleic acid,ABCA1
39,3583,730,Palmitic acid,ABCA1
40,9988,730,D-(&minus;)-Fructose,ABCA1
41,79939,730,Chromium,ABCA1
42,117,730,choline,ABCA1
43,9026,730,Arachidonic acid,ABCA1
44,3967,5488,Quercetin,ABCA12
45,15910,5503,Copper,ABCA2
46,897,5503,Cocaine,ABCA2
47,897,5504,Cocaine,ABCA3
48,36058,5490,Dibutyl phthalate,ABCA6
49,3967,5484,Quercetin,ABCA7
50,80001,5497,Manganese,ABCA9
51,120,727,Vitamin C,ABCB1
52,157,727,Tocopherol,ABCB1
53,34650,727,Sinensetin,ABCB1
54,3967,727,Quercetin,ABCB1
55,3583,727,Palmitic acid,ABCB1
56,34785,727,Pachypodol,ABCB1
57,35586,727,Nobiletin,ABCB1
58,1102,727,Nifedipine,ABCB1
59,34516,727,Neochanin,ABCB1
60,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
61,819,727,Diazepam,ABCB1
62,40089,727,D-Glucopyranose,ABCB1
63,79938,727,Calcium(II) ion,ABCB1
64,3374,727,Butanoic acid,ABCB1
65,37709,727,1-Octanol,ABCB1
