FO5: TOM formula 5 known to treat Obesity,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
1,36879,178,Vanillin,ABAT
2,31781,178,g-Guanidinobutyrate,ABAT
3,117,730,choline,ABCA1
4,897,5503,Cocaine,ABCA2
5,897,5504,Cocaine,ABCA3
6,34650,727,Sinensetin,ABCB1
7,34785,727,Pachypodol,ABCB1
8,35586,727,Nobiletin,ABCB1
9,1102,727,Nifedipine,ABCB1
10,34516,727,Neochanin,ABCB1
11,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
12,194,727,Caffeine,ABCB1
13,32326,743,Oleanolic acid,ABCB11
14,1102,743,Nifedipine,ABCB11
15,117,3869,choline,ABCB4
16,1102,3337,Nifedipine,ABCB5
17,194,3337,Caffeine,ABCB5
18,35710,1448,Tangeritin,ABCC1
19,34650,1448,Sinensetin,ABCC1
20,34785,1448,Pachypodol,ABCC1
21,35586,1448,Nobiletin,ABCC1
22,34516,1448,Neochanin,ABCC1
23,3283,1448,Naringenin,ABCC1
24,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
25,34602,1448,iso-Licoflavonol,ABCC1
26,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
27,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
28,1102,729,Nifedipine,ABCC2
29,34516,729,Neochanin,ABCC2
30,1102,5296,Nifedipine,ABCC3
31,8019,5296,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC3
32,3283,5332,Naringenin,ABCC4
33,8019,5332,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC4
34,3283,5337,Naringenin,ABCC5
35,117,728,choline,ABCG1
36,3993,728,4-Hydroxybenzoic acid,ABCG1
37,34650,3338,Sinensetin,ABCG2
38,32326,3338,Oleanolic acid,ABCG2
39,35586,3338,Nobiletin,ABCG2
40,8019,3338,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCG2
41,34518,3338,Licochalcone A,ABCG2
42,34602,3338,iso-Licoflavonol,ABCG2
43,57804,3338,Glycyrrh-iso-flavone,ABCG2
44,194,3338,Caffeine,ABCG2
45,35360,3338,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCG2
46,3993,3338,4-Hydroxybenzoic acid,ABCG2
47,33749,4893,Stigmasterol,ABCG5
48,1102,4893,Nifedipine,ABCG5
49,897,4893,Cocaine,ABCG5
50,3993,4893,4-Hydroxybenzoic acid,ABCG5
51,33749,5486,Stigmasterol,ABCG8
52,3993,5486,4-Hydroxybenzoic acid,ABCG8
53,63707,5174,(.+/-.)-trans-Nerolidol,ABHD1
54,8660,5005,DL-Proline,ABHD5
55,35694,751,Myristicin,ABL1
56,4179,270,Carboxy-N,ACACA
57,36879,267,Vanillin,ACACB
58,142,267,CREATINE,ACACB
59,117,267,choline,ACACB
60,32446,267,beta-Ionone,ACACB
61,33749,1296,Stigmasterol,ACAT1
62,2687,1296,Decane,ACAT1
63,2687,1814,Decane,ACAT2
64,194,1814,Caffeine,ACAT2
65,8019,778,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ACE
66,8660,778,DL-Proline,ACE
67,142,778,CREATINE,ACE
68,194,778,Caffeine,ACE
69,31159,272,Trimethylamine,ACHE
70,3283,272,Naringenin,ACHE
71,897,272,Cocaine,ACHE
72,31559,272,Chuanxingzine,ACHE
73,117,272,choline,ACHE
74,194,272,Caffeine,ACHE
75,18491,1632,gentisic acid,ACO2
76,142,1632,CREATINE,ACO2
77,897,1632,Cocaine,ACO2
78,7890,1632,(+/-)-Eucalyptol,ACO2
79,3993,3784,4-Hydroxybenzoic acid,ACOT13
80,3993,2573,4-Hydroxybenzoic acid,ACOX1
81,32326,765,Oleanolic acid,ACP1
82,8019,765,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ACP1
83,8660,2737,DL-Proline,ACPP
84,142,2737,CREATINE,ACPP
85,36999,353,Osthole,ACSL1
86,194,687,Caffeine,ACSL3
87,34588,2350,o-Cymene,ACTA1
88,142,2350,CREATINE,ACTA1
89,194,2350,Caffeine,ACTA1
90,142,741,CREATINE,ACVR1B
91,194,1144,Caffeine,ADA
92,194,2333,Caffeine,ADCY2
93,194,4802,Caffeine,ADCY7
94,194,839,Caffeine,ADORA1
95,34602,840,iso-Licoflavonol,ADORA2A
96,194,840,Caffeine,ADORA2A
97,194,967,Caffeine,ADORA2B
98,194,3863,Caffeine,ADORA3
99,2687,787,Decane,ADRA1A
100,2687,864,Decane,ADRA1B
101,2687,865,Decane,ADRA1D
102,897,788,Cocaine,ADRB1
103,32656,788,Citronellal,ADRB1
104,897,824,Cocaine,ADRB2
105,32656,824,Citronellal,ADRB2
106,897,1043,Cocaine,ADRB3
107,3993,5107,4-Hydroxybenzoic acid,ADSL
108,8019,325,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ADSS
109,194,325,Caffeine,ADSS
110,8019,329,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ADSSL1
111,194,329,Caffeine,ADSSL1
112,194,5700,Caffeine,AFG3L1P
113,3283,4381,Naringenin,AFP
114,8019,4381,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,AFP
115,9210,4381,Acetic acid,AFP
116,32326,4424,Oleanolic acid,AGER
117,117,3974,choline,AGPAT1
118,1102,3411,Nifedipine,AGT
119,8019,2629,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,AHCY
120,3283,1048,Naringenin,AHR
121,2399,2563,Thymol,AIFM1
122,142,1626,CREATINE,AK1
123,194,1623,Caffeine,AK2
124,194,5721,Caffeine,AKAP17A
125,194,2217,Caffeine,AKR1A1
126,34785,559,Pachypodol,AKR1B1
127,38045,559,Nonanal,AKR1B1
128,35586,559,Nobiletin,AKR1B1
129,34602,559,iso-Licoflavonol,AKR1B1
130,142,559,CREATINE,AKR1B1
131,35360,559,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,AKR1B1
132,3283,592,Naringenin,AKR1C1
133,36879,600,Vanillin,AKR1C2
134,18491,600,gentisic acid,AKR1C2
135,70543,600,(S)-(+)-Linalool,AKR1C2
136,36999,589,Osthole,AKR1C3
137,3283,589,Naringenin,AKR1C3
138,36039,589,glycycoumarin,AKR1C3
139,32320,738,TERPINOLENE,AKT1
140,35710,738,Tangeritin,AKT1
141,32326,738,Oleanolic acid,AKT1
142,1102,738,Nifedipine,AKT1
143,3283,738,Naringenin,AKT1
144,8019,738,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,AKT1
145,31207,738,levistolide A,AKT1
146,142,738,CREATINE,AKT1
147,70575,738,Chromone,AKT1
148,117,738,choline,AKT1
149,194,738,Caffeine,AKT1
150,32303,738,Betulinic acid,AKT1
151,70543,738,(S)-(+)-Linalool,AKT1
152,1392,3628,Bufotenin,AKT2
153,7002,1331,Homogentisic acid,ALAD
