FO6: TOM formula 6 known to treat Obesity,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
1,3967,4915,Quercetin,A1BG
2,2414,4915,gamma-Aminobutyric acid,A1BG
3,79938,156,Calcium(II) ion,A2M
4,1531,5008,Zinc,AADAC
5,10237,5008,Phenol,AADAC
6,31797,5008,DL-Methionine,AADAC
7,84987,5008,DL-Histidine,AADAC
8,27647,5008,DL-Glutamic acid,AADAC
9,79938,5008,Calcium(II) ion,AADAC
10,1531,3630,Zinc,AADACL2
11,10237,3630,Phenol,AADACL2
12,31797,3630,DL-Methionine,AADACL2
13,84987,3630,DL-Histidine,AADACL2
14,27647,3630,DL-Glutamic acid,AADACL2
15,79938,3630,Calcium(II) ion,AADACL2
16,1531,39114,Zinc,AADACL4
17,10237,39114,Phenol,AADACL4
18,31797,39114,DL-Methionine,AADACL4
19,84987,39114,DL-Histidine,AADACL4
20,27647,39114,DL-Glutamic acid,AADACL4
21,79938,39114,Calcium(II) ion,AADACL4
22,1725,177,Quinolinic acid,AADAT
23,3967,177,Quercetin,AADAT
24,31784,177,Pipecolic acid,AADAT
25,2102,177,Phenylethyl alcohol,AADAT
26,2414,177,gamma-Aminobutyric acid,AADAT
27,27647,177,DL-Glutamic acid,AADAT
28,5525,177,Benzyl alcohol,AADAT
29,27647,1694,DL-Glutamic acid,AANAT
30,1531,690,Zinc,AARS
31,120,690,Vitamin C,AARS
32,85497,690,DL-Serine,AARS
33,31797,690,DL-Methionine,AARS
34,9038,690,DL-Isoleucine,AARS
35,84987,690,DL-Histidine,AARS
36,31783,690,DL-asparagine,AARS
37,1531,689,Zinc,AARS2
38,85497,689,DL-Serine,AARS2
39,1531,434,Zinc,AASS
40,121,434,Spermine,AASS
41,3967,434,Quercetin,AASS
42,31784,434,Pipecolic acid,AASS
43,86025,434,Oxygen,AASS
44,80001,434,Manganese,AASS
45,2414,434,gamma-Aminobutyric acid,AASS
46,27647,434,DL-Glutamic acid,AASS
47,15910,434,Copper,AASS
48,79938,434,Calcium(II) ion,AASS
49,36879,178,Vanillin,ABAT
50,1020,178,Probenecid,ABAT
51,8153,178,L-(+)-Alanine,ABAT
52,2414,178,gamma-Aminobutyric acid,ABAT
53,84987,178,DL-Histidine,ABAT
54,27647,178,DL-Glutamic acid,ABAT
55,79938,178,Calcium(II) ion,ABAT
56,1531,730,Zinc,ABCA1
57,120,730,Vitamin C,ABCA1
58,3032,730,Stearic acid,ABCA1
59,3967,730,Quercetin,ABCA1
60,3583,730,Palmitic acid,ABCA1
61,2060,730,n-butanol,ABCA1
62,2629,730,Hexane,ABCA1
63,9988,730,D-(&minus;)-Fructose,ABCA1
64,79939,730,Chromium,ABCA1
65,117,730,choline,ABCA1
66,36765,730,Butylated hydroxytoluene,ABCA1
67,9026,730,Arachidonic acid,ABCA1
68,41745,730,3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-(tetradecanoyloxy)propyl myristate,ABCA1
69,3967,5488,Quercetin,ABCA12
70,38690,5503,Nonylphenol,ABCA2
71,15910,5503,Copper,ABCA2
72,897,5503,Cocaine,ABCA2
73,897,5504,Cocaine,ABCA3
74,41745,5506,3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-(tetradecanoyloxy)propyl myristate,ABCA4
75,36170,5490,Eugenol,ABCA6
76,3967,5484,Quercetin,ABCA7
77,1020,5502,Probenecid,ABCA8
78,80001,5497,Manganese,ABCA9
79,120,727,Vitamin C,ABCB1
80,157,727,Tocopherol,ABCB1
81,3967,727,Quercetin,ABCB1
82,1020,727,Probenecid,ABCB1
83,3583,727,Palmitic acid,ABCB1
84,34516,727,Neochanin,ABCB1
85,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
86,57137,727,Gallic acid,ABCB1
87,27647,727,DL-Glutamic acid,ABCB1
88,40089,727,D-Glucopyranose,ABCB1
89,732,727,D-(-)-Mannitol,ABCB1
