FO2: TOM formula 2 known to treat Obesity,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
1,79938,156,Calcium(II) ion,A2M
2,1531,5008,Zinc,AADAC
3,84987,5008,DL-Histidine,AADAC
4,79938,5008,Calcium(II) ion,AADAC
5,1531,3630,Zinc,AADACL2
6,84987,3630,DL-Histidine,AADACL2
7,79938,3630,Calcium(II) ion,AADACL2
8,1531,39114,Zinc,AADACL4
9,84987,39114,DL-Histidine,AADACL4
10,79938,39114,Calcium(II) ion,AADACL4
11,31784,177,Pipecolic acid,AADAT
12,1531,690,Zinc,AARS
13,120,690,Vitamin C,AARS
14,85497,690,DL-Serine,AARS
15,9038,690,DL-Isoleucine,AARS
16,84987,690,DL-Histidine,AARS
17,31783,690,DL-asparagine,AARS
18,1531,689,Zinc,AARS2
19,85497,689,DL-Serine,AARS2
20,1531,434,Zinc,AASS
21,31784,434,Pipecolic acid,AASS
22,86025,434,Oxygen,AASS
23,80001,434,Manganese,AASS
24,4373,434,Coumarin,AASS
25,15910,434,Copper,AASS
26,79938,434,Calcium(II) ion,AASS
27,36879,178,Vanillin,ABAT
28,8153,178,L-(+)-Alanine,ABAT
29,31781,178,g-Guanidinobutyrate,ABAT
30,84987,178,DL-Histidine,ABAT
31,79938,178,Calcium(II) ion,ABAT
32,1531,730,Zinc,ABCA1
33,120,730,Vitamin C,ABCA1
34,3032,730,Stearic acid,ABCA1
35,3583,730,Palmitic acid,ABCA1
36,9988,730,D-(&minus;)-Fructose,ABCA1
37,79939,730,Chromium,ABCA1
38,117,730,choline,ABCA1
39,9026,730,Arachidonic acid,ABCA1
40,15910,5503,Copper,ABCA2
41,897,5503,Cocaine,ABCA2
42,897,5504,Cocaine,ABCA3
43,80001,5497,Manganese,ABCA9
44,120,727,Vitamin C,ABCB1
45,157,727,Tocopherol,ABCB1
46,34650,727,Sinensetin,ABCB1
47,3583,727,Palmitic acid,ABCB1
48,34785,727,Pachypodol,ABCB1
49,35586,727,Nobiletin,ABCB1
50,1102,727,Nifedipine,ABCB1
51,34516,727,Neochanin,ABCB1
52,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
53,40089,727,D-Glucopyranose,ABCB1
54,79938,727,Calcium(II) ion,ABCB1
55,3374,727,Butanoic acid,ABCB1
56,1530,5481,Iron,ABCB10
57,32326,743,Oleanolic acid,ABCB11
58,1102,743,Nifedipine,ABCB11
59,4373,743,Coumarin,ABCB11
60,9026,743,Arachidonic acid,ABCB11
61,126,743,Alpha-Linolenic acid,ABCB11
62,3583,3869,Palmitic acid,ABCB4
63,117,3869,choline,ABCB4
64,1102,3337,Nifedipine,ABCB5
65,1530,5487,Iron,ABCB6
66,1530,5482,Iron,ABCB7
67,40089,5482,D-Glucopyranose,ABCB7
68,1531,5505,Zinc,ABCB9
69,120,1448,Vitamin C,ABCC1
70,35710,1448,Tangeritin,ABCC1
71,34650,1448,Sinensetin,ABCC1
72,34785,1448,Pachypodol,ABCC1
73,35586,1448,Nobiletin,ABCC1
74,34516,1448,Neochanin,ABCC1
75,3283,1448,Naringenin,ABCC1
76,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
77,34602,1448,iso-Licoflavonol,ABCC1
78,35196,1448,ISOGINKGETIN,ABCC1
79,1530,1448,Iron,ABCC1
80,1081,1448,Hesperetin,ABCC1
81,40089,1448,D-Glucopyranose,ABCC1
82,79938,1448,Calcium(II) ion,ABCC1
83,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
84,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
85,1531,5483,Zinc,ABCC12
86,120,729,Vitamin C,ABCC2
87,1102,729,Nifedipine,ABCC2
88,34516,729,Neochanin,ABCC2
89,40089,729,D-Glucopyranose,ABCC2
90,1102,5296,Nifedipine,ABCC3
91,8019,5296,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC3
92,4373,5296,Coumarin,ABCC3
93,3283,5332,Naringenin,ABCC4
94,8019,5332,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC4
95,1081,5332,Hesperetin,ABCC4
96,1531,5337,Zinc,ABCC5
97,3283,5337,Naringenin,ABCC5
98,1081,5337,Hesperetin,ABCC5
99,86074,5334,Nickel,ABCC6
100,79938,5334,Calcium(II) ion,ABCC6
101,79942,746,potassium cation,ABCC8
102,79938,746,Calcium(II) ion,ABCC8
103,79942,737,potassium cation,ABCC9
104,3583,5480,Palmitic acid,ABCD1
105,38621,5480,Lignoceric acid,ABCD1
106,4236,5480,Caprylic acid,ABCD1
107,3374,5480,Butanoic acid,ABCD1
108,71724,5480,(13E)-13-Docosenoic acid,ABCD1
109,38621,5491,Lignoceric acid,ABCD2
110,4236,5491,Caprylic acid,ABCD2
111,3374,5491,Butanoic acid,ABCD2
112,38621,5485,Lignoceric acid,ABCD3
113,4236,5485,Caprylic acid,ABCD3
114,9026,5485,Arachidonic acid,ABCD3
115,38621,5501,Lignoceric acid,ABCD4
116,4236,5501,Caprylic acid,ABCD4
117,1530,5492,Iron,ABCE1
118,1531,5479,Zinc,ABCF2
119,40089,5479,D-Glucopyranose,ABCF2
120,1531,728,Zinc,ABCG1
121,3032,728,Stearic acid,ABCG1
122,3583,728,Palmitic acid,ABCG1
123,86074,728,Nickel,ABCG1
124,117,728,choline,ABCG1
125,9026,728,Arachidonic acid,ABCG1
126,3993,728,4-Hydroxybenzoic acid,ABCG1
127,34650,3338,Sinensetin,ABCG2
128,32326,3338,Oleanolic acid,ABCG2
129,35586,3338,Nobiletin,ABCG2
130,8019,3338,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCG2
131,34518,3338,Licochalcone A,ABCG2
132,34602,3338,iso-Licoflavonol,ABCG2
133,35196,3338,ISOGINKGETIN,ABCG2
134,1530,3338,Iron,ABCG2
135,57804,3338,Glycyrrh-iso-flavone,ABCG2
136,79939,3338,Chromium,ABCG2
137,35360,3338,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCG2
138,3993,3338,4-Hydroxybenzoic acid,ABCG2
139,40089,5493,D-Glucopyranose,ABCG4
140,1531,4893,Zinc,ABCG5
141,1102,4893,Nifedipine,ABCG5
142,897,4893,Cocaine,ABCG5
143,3993,4893,4-Hydroxybenzoic acid,ABCG5
144,3993,5486,4-Hydroxybenzoic acid,ABCG8
145,63707,5174,(.+/-.)-trans-Nerolidol,ABHD1
146,31783,5005,DL-asparagine,ABHD5
147,79938,5005,Calcium(II) ion,ABHD5
148,35694,751,Myristicin,ABL1
149,6911,751,Myristic acid,ABL1
150,36172,751,ethanal,ABL1
151,79939,751,Chromium,ABL1
152,36250,751,Benzaldehyde,ABL1
153,86025,726,Oxygen,ABL2
154,79939,726,Chromium,ABL2
155,36250,726,Benzaldehyde,ABL2
156,62860,726,4-Methylpentan-2-one,ABL2
157,31784,5099,Pipecolic acid,ACAA1
158,9038,5099,DL-Isoleucine,ACAA1
159,4373,5099,Coumarin,ACAA1
160,4236,5099,Caprylic acid,ACAA1
161,79938,5099,Calcium(II) ion,ACAA1
162,31784,5097,Pipecolic acid,ACAA2
163,9038,5097,DL-Isoleucine,ACAA2
164,4373,5097,Coumarin,ACAA2
165,79938,5097,Calcium(II) ion,ACAA2
166,3583,270,Palmitic acid,ACACA
167,40089,270,D-Glucopyranose,ACACA
168,9988,270,D-(&minus;)-Fructose,ACACA
169,4179,270,Carboxy-N,ACACA
170,126,270,Alpha-Linolenic acid,ACACA
171,1531,267,Zinc,ACACB
172,36879,267,Vanillin,ACACB
173,3032,267,Stearic acid,ACACB
174,3583,267,Palmitic acid,ACACB
175,86025,267,Oxygen,ACACB
176,86925,267,hexahydro-2-oxo-1h-thieno(3,ACACB
177,32651,267,Geraniol,ACACB
178,9038,267,DL-Isoleucine,ACACB
179,31783,267,DL-asparagine,ACACB
180,9988,267,D-(&minus;)-Fructose,ACACB
181,142,267,CREATINE,ACACB
182,117,267,choline,ACACB
183,4236,267,Caprylic acid,ACACB
184,79938,267,Calcium(II) ion,ACACB
185,32446,267,beta-Ionone,ACACB
186,44788,267,1-Hexanoic acid,ACACB
187,71724,267,(13E)-13-Docosenoic acid,ACACB
188,79938,1577,Calcium(II) ion,ACAD8
189,3583,2480,Palmitic acid,ACADM
190,4236,2480,Caprylic acid,ACADM
191,79938,2480,Calcium(II) ion,ACADM
192,1531,620,Zinc,ACADS
193,3032,620,Stearic acid,ACADS
194,3583,620,Palmitic acid,ACADS
195,86025,620,Oxygen,ACADS
196,4236,620,Caprylic acid,ACADS
197,79938,620,Calcium(II) ion,ACADS
198,37610,620,Butyraldehyde,ACADS
199,3374,620,Butanoic acid,ACADS
200,1531,717,Zinc,ACADSB
201,9038,717,DL-Isoleucine,ACADSB
202,79938,717,Calcium(II) ion,ACADSB
203,157,1296,Tocopherol,ACAT1
204,79942,1296,potassium cation,ACAT1
205,86025,1296,Oxygen,ACAT1
206,9038,1296,DL-Isoleucine,ACAT1
207,79938,1296,Calcium(II) ion,ACAT1
208,86025,1814,Oxygen,ACAT2
209,79938,1814,Calcium(II) ion,ACAT2
210,1530,2628,Iron,ACCS
211,79938,2628,Calcium(II) ion,ACCS
212,1530,39139,Iron,ACCSL
213,79938,39139,Calcium(II) ion,ACCSL
214,1531,778,Zinc,ACE
215,79942,778,potassium cation,ACE
216,8019,778,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ACE
217,36341,778,Ethyl acetate,ACE
218,40089,778,D-Glucopyranose,ACE
219,9988,778,D-(&minus;)-Fructose,ACE
220,142,778,CREATINE,ACE
221,15910,778,Copper,ACE
222,79938,778,Calcium(II) ion,ACE
223,1531,1230,Zinc,ACE2
224,120,1230,Vitamin C,ACE2
225,1531,272,Zinc,ACHE
226,120,272,Vitamin C,ACHE
227,31159,272,Trimethylamine,ACHE
228,157,272,Tocopherol,ACHE
229,79942,272,potassium cation,ACHE
230,32321,272,Perillic alcohol,ACHE
231,86074,272,Nickel,ACHE
232,3283,272,Naringenin,ACHE
233,36341,272,Ethyl acetate,ACHE
234,36172,272,ethanal,ACHE
235,40089,272,D-Glucopyranose,ACHE
236,4373,272,Coumarin,ACHE
237,15910,272,Copper,ACHE
238,897,272,Cocaine,ACHE
239,31559,272,Chuanxingzine,ACHE
240,117,272,choline,ACHE
241,79938,272,Calcium(II) ion,ACHE
242,3374,272,Butanoic acid,ACHE
243,1531,4563,Zinc,ACLY
244,79942,4563,potassium cation,ACLY
245,3583,4563,Palmitic acid,ACLY
246,85497,4563,DL-Serine,ACLY
247,40089,4563,D-Glucopyranose,ACLY
248,9988,4563,D-(&minus;)-Fructose,ACLY
249,4373,4563,Coumarin,ACLY
250,37610,4563,Butyraldehyde,ACLY
251,126,4563,Alpha-Linolenic acid,ACLY
252,1531,5354,Zinc,ACMSD
253,80001,5354,Manganese,ACMSD
254,1530,5354,Iron,ACMSD
255,79939,5354,Chromium,ACMSD
256,79938,5354,Calcium(II) ion,ACMSD
257,1531,5805,Zinc,ACO1
258,158,5805,PYRIDOXINE,ACO1
259,86074,5805,Nickel,ACO1
260,80001,5805,Manganese,ACO1
261,1530,5805,Iron,ACO1
262,4373,5805,Coumarin,ACO1
263,15910,5805,Copper,ACO1
264,1531,1632,Zinc,ACO2
265,158,1632,PYRIDOXINE,ACO2
266,80001,1632,Manganese,ACO2
267,1530,1632,Iron,ACO2
268,84987,1632,DL-Histidine,ACO2
269,40089,1632,D-Glucopyranose,ACO2
270,142,1632,CREATINE,ACO2
271,15910,1632,Copper,ACO2
272,897,1632,Cocaine,ACO2
273,79938,1632,Calcium(II) ion,ACO2
274,7890,1632,(+/-)-Eucalyptol,ACO2
275,1531,3784,Zinc,ACOT13
276,1530,3784,Iron,ACOT13
277,3993,3784,4-Hydroxybenzoic acid,ACOT13
278,1531,2573,Zinc,ACOX1
279,31784,2573,Pipecolic acid,ACOX1
280,3583,2573,Palmitic acid,ACOX1
281,6911,2573,Myristic acid,ACOX1
282,38621,2573,Lignoceric acid,ACOX1
283,9988,2573,D-(&minus;)-Fructose,ACOX1
284,4236,2573,Caprylic acid,ACOX1
285,79938,2573,Calcium(II) ion,ACOX1
286,37966,2573,Arachidic acid,ACOX1
287,3993,2573,4-Hydroxybenzoic acid,ACOX1
288,44788,2573,1-Hexanoic acid,ACOX1
289,79942,765,potassium cation,ACP1
290,3583,765,Palmitic acid,ACP1
291,32326,765,Oleanolic acid,ACP1
292,8019,765,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ACP1
293,80001,765,Manganese,ACP1
294,1531,2737,Zinc,ACPP
295,79942,2737,potassium cation,ACPP
296,38619,2737,Pentadecanoic acid,ACPP
297,3583,2737,Palmitic acid,ACPP
298,31765,2737,DL-Valine,ACPP
299,85497,2737,DL-Serine,ACPP
300,84987,2737,DL-Histidine,ACPP
301,31783,2737,DL-asparagine,ACPP
302,142,2737,CREATINE,ACPP
303,15910,2737,Copper,ACPP
304,79938,2737,Calcium(II) ion,ACPP
305,84987,5148,DL-Histidine,ACR
306,79938,5148,Calcium(II) ion,ACR
307,3583,3732,Palmitic acid,ACSBG1
308,38621,3732,Lignoceric acid,ACSBG1
309,4236,3732,Caprylic acid,ACSBG1
310,71724,3732,(13E)-13-Docosenoic acid,ACSBG1
311,3583,353,Palmitic acid,ACSL1
312,6911,353,Myristic acid,ACSL1
313,38621,353,Lignoceric acid,ACSL1
314,9727,353,Lauric acid,ACSL1
315,15910,353,Copper,ACSL1
316,79939,353,Chromium,ACSL1
317,4236,353,Caprylic acid,ACSL1
318,153,687,Eicosapentanoic acid,ACSL3
319,120,686,Vitamin C,ACSL4
320,3583,686,Palmitic acid,ACSL4
321,38621,686,Lignoceric acid,ACSL4
322,153,686,Eicosapentanoic acid,ACSL4
323,4236,686,Caprylic acid,ACSL4
324,36172,348,ethanal,ACSS1
325,36172,349,ethanal,ACSS2
326,79938,349,Calcium(II) ion,ACSS2
327,3374,349,Butanoic acid,ACSS2
328,1531,2350,Zinc,ACTA1
329,36172,2350,ethanal,ACTA1
330,31783,2350,DL-asparagine,ACTA1
331,142,2350,CREATINE,ACTA1
332,79938,2350,Calcium(II) ion,ACTA1
333,79938,39070,Calcium(II) ion,ACTL10
334,79938,3714,Calcium(II) ion,ACTR2
335,79938,3715,Calcium(II) ion,ACTR3
336,142,741,CREATINE,ACVR1B
337,157,734,Tocopherol,ACVRL1
338,86074,734,Nickel,ACVRL1
339,122,319,L-(+)-Aspartic acid,ACY1
