FH3: TOM formula 3 known to treat Hypertension,,,,
Idx,compID,geneID,CompName_afterADMET,GeneSymbol
1,79938,156,Calcium(II) ion,A2M
2,1531,5008,Zinc,AADAC
3,84987,5008,DL-Histidine,AADAC
4,79938,5008,Calcium(II) ion,AADAC
5,1531,3630,Zinc,AADACL2
6,84987,3630,DL-Histidine,AADACL2
7,79938,3630,Calcium(II) ion,AADACL2
8,1531,39114,Zinc,AADACL4
9,84987,39114,DL-Histidine,AADACL4
10,79938,39114,Calcium(II) ion,AADACL4
11,31784,177,Pipecolic acid,AADAT
12,1531,690,Zinc,AARS
13,120,690,Vitamin C,AARS
14,85497,690,DL-Serine,AARS
15,9038,690,DL-Isoleucine,AARS
16,84987,690,DL-Histidine,AARS
17,31783,690,DL-asparagine,AARS
18,1531,689,Zinc,AARS2
19,85497,689,DL-Serine,AARS2
20,1531,434,Zinc,AASS
21,31784,434,Pipecolic acid,AASS
22,86025,434,Oxygen,AASS
23,80001,434,Manganese,AASS
24,15910,434,Copper,AASS
25,79938,434,Calcium(II) ion,AASS
26,8153,178,L-(+)-Alanine,ABAT
27,84987,178,DL-Histidine,ABAT
28,79938,178,Calcium(II) ion,ABAT
29,1531,730,Zinc,ABCA1
30,120,730,Vitamin C,ABCA1
31,3032,730,Stearic acid,ABCA1
32,3583,730,Palmitic acid,ABCA1
33,9988,730,D-(&minus;)-Fructose,ABCA1
34,79939,730,Chromium,ABCA1
35,9026,730,Arachidonic acid,ABCA1
36,15910,5503,Copper,ABCA2
37,80001,5497,Manganese,ABCA9
38,120,727,Vitamin C,ABCB1
39,157,727,Tocopherol,ABCB1
40,3583,727,Palmitic acid,ABCB1
41,34516,727,Neochanin,ABCB1
42,31366,727,mesaconitine,ABCB1
43,40089,727,D-Glucopyranose,ABCB1
44,79938,727,Calcium(II) ion,ABCB1
45,3374,727,Butanoic acid,ABCB1
46,1530,5481,Iron,ABCB10
47,9026,743,Arachidonic acid,ABCB11
48,126,743,Alpha-Linolenic acid,ABCB11
49,3583,3869,Palmitic acid,ABCB4
50,1530,5487,Iron,ABCB6
51,1530,5482,Iron,ABCB7
52,40089,5482,D-Glucopyranose,ABCB7
53,1531,5505,Zinc,ABCB9
54,120,1448,Vitamin C,ABCC1
55,34516,1448,Neochanin,ABCC1
56,3283,1448,Naringenin,ABCC1
57,34602,1448,iso-Licoflavonol,ABCC1
58,35196,1448,ISOGINKGETIN,ABCC1
59,1530,1448,Iron,ABCC1
60,1081,1448,Hesperetin,ABCC1
61,40089,1448,D-Glucopyranose,ABCC1
62,79938,1448,Calcium(II) ion,ABCC1
63,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
64,1531,5483,Zinc,ABCC12
65,120,729,Vitamin C,ABCC2
66,34516,729,Neochanin,ABCC2
67,31366,729,mesaconitine,ABCC2
68,40089,729,D-Glucopyranose,ABCC2
69,3283,5332,Naringenin,ABCC4
70,1081,5332,Hesperetin,ABCC4
71,1531,5337,Zinc,ABCC5
72,3283,5337,Naringenin,ABCC5
73,1081,5337,Hesperetin,ABCC5
74,86074,5334,Nickel,ABCC6
75,79938,5334,Calcium(II) ion,ABCC6
76,79942,746,potassium cation,ABCC8
77,79938,746,Calcium(II) ion,ABCC8
78,79942,737,potassium cation,ABCC9
79,3583,5480,Palmitic acid,ABCD1
80,38621,5480,Lignoceric acid,ABCD1
81,4236,5480,Caprylic acid,ABCD1
82,3374,5480,Butanoic acid,ABCD1
83,71724,5480,(13E)-13-Docosenoic acid,ABCD1
84,38621,5491,Lignoceric acid,ABCD2
85,4236,5491,Caprylic acid,ABCD2
86,3374,5491,Butanoic acid,ABCD2
87,38621,5485,Lignoceric acid,ABCD3
88,4236,5485,Caprylic acid,ABCD3
89,9026,5485,Arachidonic acid,ABCD3
90,38621,5501,Lignoceric acid,ABCD4
91,4236,5501,Caprylic acid,ABCD4
92,1530,5492,Iron,ABCE1
93,1531,5479,Zinc,ABCF2
94,40089,5479,D-Glucopyranose,ABCF2
95,1531,728,Zinc,ABCG1
96,3032,728,Stearic acid,ABCG1
97,3583,728,Palmitic acid,ABCG1
98,86074,728,Nickel,ABCG1
99,9026,728,Arachidonic acid,ABCG1
100,3993,728,4-Hydroxybenzoic acid,ABCG1
101,31366,3338,mesaconitine,ABCG2
102,34518,3338,Licochalcone A,ABCG2
103,34602,3338,iso-Licoflavonol,ABCG2
104,35196,3338,ISOGINKGETIN,ABCG2
105,1530,3338,Iron,ABCG2
106,57804,3338,Glycyrrh-iso-flavone,ABCG2
107,79939,3338,Chromium,ABCG2
108,35360,3338,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCG2
109,3993,3338,4-Hydroxybenzoic acid,ABCG2
110,40089,5493,D-Glucopyranose,ABCG4
111,1531,4893,Zinc,ABCG5
112,3993,4893,4-Hydroxybenzoic acid,ABCG5
113,3993,5486,4-Hydroxybenzoic acid,ABCG8
114,63707,5174,(.+/-.)-trans-Nerolidol,ABHD1
115,31783,5005,DL-asparagine,ABHD5
116,79938,5005,Calcium(II) ion,ABHD5
117,35694,751,Myristicin,ABL1
118,6911,751,Myristic acid,ABL1
119,36172,751,ethanal,ABL1
120,79939,751,Chromium,ABL1
121,36250,751,Benzaldehyde,ABL1
122,86025,726,Oxygen,ABL2
123,79939,726,Chromium,ABL2
124,36250,726,Benzaldehyde,ABL2
125,62860,726,4-Methylpentan-2-one,ABL2
126,31784,5099,Pipecolic acid,ACAA1
127,9038,5099,DL-Isoleucine,ACAA1
128,4236,5099,Caprylic acid,ACAA1
129,79938,5099,Calcium(II) ion,ACAA1
130,31784,5097,Pipecolic acid,ACAA2
131,9038,5097,DL-Isoleucine,ACAA2
132,79938,5097,Calcium(II) ion,ACAA2
133,3583,270,Palmitic acid,ACACA
134,40089,270,D-Glucopyranose,ACACA
135,9988,270,D-(&minus;)-Fructose,ACACA
136,126,270,Alpha-Linolenic acid,ACACA
137,1531,267,Zinc,ACACB
138,3032,267,Stearic acid,ACACB
139,3583,267,Palmitic acid,ACACB
140,86025,267,Oxygen,ACACB
141,86925,267,hexahydro-2-oxo-1h-thieno(3,ACACB
142,32651,267,Geraniol,ACACB
143,9038,267,DL-Isoleucine,ACACB
144,31783,267,DL-asparagine,ACACB
145,9988,267,D-(&minus;)-Fructose,ACACB
146,4236,267,Caprylic acid,ACACB
147,79938,267,Calcium(II) ion,ACACB
148,32446,267,beta-Ionone,ACACB
149,44788,267,1-Hexanoic acid,ACACB
150,71724,267,(13E)-13-Docosenoic acid,ACACB
151,79938,1577,Calcium(II) ion,ACAD8
152,3583,2480,Palmitic acid,ACADM
153,4236,2480,Caprylic acid,ACADM
154,79938,2480,Calcium(II) ion,ACADM
155,1531,620,Zinc,ACADS
156,3032,620,Stearic acid,ACADS
157,3583,620,Palmitic acid,ACADS
158,86025,620,Oxygen,ACADS
159,4236,620,Caprylic acid,ACADS
160,79938,620,Calcium(II) ion,ACADS
161,37610,620,Butyraldehyde,ACADS
162,3374,620,Butanoic acid,ACADS
163,1531,717,Zinc,ACADSB
164,9038,717,DL-Isoleucine,ACADSB
165,79938,717,Calcium(II) ion,ACADSB
166,157,1296,Tocopherol,ACAT1
167,79942,1296,potassium cation,ACAT1
168,86025,1296,Oxygen,ACAT1
169,9038,1296,DL-Isoleucine,ACAT1
170,2687,1296,Decane,ACAT1
171,79938,1296,Calcium(II) ion,ACAT1
172,86025,1814,Oxygen,ACAT2
173,2687,1814,Decane,ACAT2
174,79938,1814,Calcium(II) ion,ACAT2
175,1530,2628,Iron,ACCS
176,79938,2628,Calcium(II) ion,ACCS
177,1530,39139,Iron,ACCSL
178,79938,39139,Calcium(II) ion,ACCSL
179,1531,778,Zinc,ACE
180,79942,778,potassium cation,ACE
181,36341,778,Ethyl acetate,ACE
182,40089,778,D-Glucopyranose,ACE
183,9988,778,D-(&minus;)-Fructose,ACE
184,15910,778,Copper,ACE
185,79938,778,Calcium(II) ion,ACE
186,1531,1230,Zinc,ACE2
187,120,1230,Vitamin C,ACE2
188,1531,272,Zinc,ACHE
189,120,272,Vitamin C,ACHE
190,157,272,Tocopherol,ACHE
191,79942,272,potassium cation,ACHE
192,32321,272,Perillic alcohol,ACHE
193,86074,272,Nickel,ACHE
194,3283,272,Naringenin,ACHE
195,36341,272,Ethyl acetate,ACHE
196,36172,272,ethanal,ACHE
197,40089,272,D-Glucopyranose,ACHE
198,15910,272,Copper,ACHE
199,79938,272,Calcium(II) ion,ACHE
200,3374,272,Butanoic acid,ACHE
201,1531,4563,Zinc,ACLY
202,79942,4563,potassium cation,ACLY
203,3583,4563,Palmitic acid,ACLY
204,85497,4563,DL-Serine,ACLY
205,40089,4563,D-Glucopyranose,ACLY
206,9988,4563,D-(&minus;)-Fructose,ACLY
207,37610,4563,Butyraldehyde,ACLY
208,126,4563,Alpha-Linolenic acid,ACLY
209,1531,5354,Zinc,ACMSD
210,80001,5354,Manganese,ACMSD
211,1530,5354,Iron,ACMSD
212,79939,5354,Chromium,ACMSD
213,79938,5354,Calcium(II) ion,ACMSD
214,1531,5805,Zinc,ACO1
215,158,5805,PYRIDOXINE,ACO1
216,86074,5805,Nickel,ACO1
217,80001,5805,Manganese,ACO1
218,1530,5805,Iron,ACO1
219,15910,5805,Copper,ACO1
220,1531,1632,Zinc,ACO2
221,158,1632,PYRIDOXINE,ACO2
222,80001,1632,Manganese,ACO2
223,1530,1632,Iron,ACO2
224,84987,1632,DL-Histidine,ACO2
225,40089,1632,D-Glucopyranose,ACO2
226,15910,1632,Copper,ACO2
227,79938,1632,Calcium(II) ion,ACO2
228,7890,1632,(+/-)-Eucalyptol,ACO2
229,1531,3784,Zinc,ACOT13
230,1530,3784,Iron,ACOT13
231,61930,3784,Hexose,ACOT13
232,3993,3784,4-Hydroxybenzoic acid,ACOT13
233,1531,2573,Zinc,ACOX1
234,31784,2573,Pipecolic acid,ACOX1
235,3583,2573,Palmitic acid,ACOX1
236,6911,2573,Myristic acid,ACOX1
237,38621,2573,Lignoceric acid,ACOX1
238,9988,2573,D-(&minus;)-Fructose,ACOX1
239,4236,2573,Caprylic acid,ACOX1
240,79938,2573,Calcium(II) ion,ACOX1
241,37966,2573,Arachidic acid,ACOX1
242,3993,2573,4-Hydroxybenzoic acid,ACOX1
243,44788,2573,1-Hexanoic acid,ACOX1
244,79942,765,potassium cation,ACP1
245,3583,765,Palmitic acid,ACP1
246,80001,765,Manganese,ACP1
247,1531,2737,Zinc,ACPP
248,79942,2737,potassium cation,ACPP
249,38619,2737,Pentadecanoic acid,ACPP
250,3583,2737,Palmitic acid,ACPP
251,31765,2737,DL-Valine,ACPP
252,85497,2737,DL-Serine,ACPP
253,84987,2737,DL-Histidine,ACPP
254,31783,2737,DL-asparagine,ACPP
255,15910,2737,Copper,ACPP
256,79938,2737,Calcium(II) ion,ACPP
257,84987,5148,DL-Histidine,ACR
258,79938,5148,Calcium(II) ion,ACR
259,3583,3732,Palmitic acid,ACSBG1
260,34249,3732,Octadecane,ACSBG1
261,38621,3732,Lignoceric acid,ACSBG1
262,4236,3732,Caprylic acid,ACSBG1
263,71724,3732,(13E)-13-Docosenoic acid,ACSBG1
264,3583,353,Palmitic acid,ACSL1
265,34249,353,Octadecane,ACSL1
266,6911,353,Myristic acid,ACSL1
267,38621,353,Lignoceric acid,ACSL1
268,9727,353,Lauric acid,ACSL1
269,15910,353,Copper,ACSL1
270,79939,353,Chromium,ACSL1
271,4236,353,Caprylic acid,ACSL1
272,153,687,Eicosapentanoic acid,ACSL3
273,120,686,Vitamin C,ACSL4
274,3583,686,Palmitic acid,ACSL4
275,38621,686,Lignoceric acid,ACSL4
276,153,686,Eicosapentanoic acid,ACSL4
277,4236,686,Caprylic acid,ACSL4
278,36172,348,ethanal,ACSS1
279,36172,349,ethanal,ACSS2
280,79938,349,Calcium(II) ion,ACSS2
281,3374,349,Butanoic acid,ACSS2
282,1531,2350,Zinc,ACTA1
283,36172,2350,ethanal,ACTA1
284,31783,2350,DL-asparagine,ACTA1
285,79938,2350,Calcium(II) ion,ACTA1
286,79938,39070,Calcium(II) ion,ACTL10
287,79938,3714,Calcium(II) ion,ACTR2
288,79938,3715,Calcium(II) ion,ACTR3
289,157,734,Tocopherol,ACVRL1
290,86074,734,Nickel,ACVRL1
291,122,319,L-(+)-Aspartic acid,ACY1
292,1531,330,Zinc,ACY3
293,122,330,L-(+)-Aspartic acid,ACY3
294,79942,1844,potassium cation,ACYP2
295,1531,1144,Zinc,ADA
296,79938,1144,Calcium(II) ion,ADA
297,1531,3358,Zinc,ADAM10
298,79938,3358,Calcium(II) ion,ADAM10
299,1531,3515,Zinc,ADAM17
300,79938,3515,Calcium(II) ion,ADAM17
301,3374,3515,Butanoic acid,ADAM17
302,1531,5671,Zinc,ADAM19
303,1531,5675,Zinc,ADAM23
304,86025,1985,Oxygen,ADAM28
305,1531,4506,Zinc,ADAM33
306,79938,4506,Calcium(II) ion,ADAM33
307,40089,4527,D-Glucopyranose,ADAM8
308,1531,5686,Zinc,ADAMTS1
309,40089,5686,D-Glucopyranose,ADAMTS1
310,79939,5686,Chromium,ADAMTS1
311,1531,5699,Zinc,ADAMTS12
312,79938,5669,Calcium(II) ion,ADAMTS2
313,1531,5689,Zinc,ADAMTS3
314,1531,4390,Zinc,ADAMTS4
315,79938,4390,Calcium(II) ion,ADAMTS4
316,1531,2917,Zinc,ADAMTS5
317,79939,2917,Chromium,ADAMTS5
318,79938,2917,Calcium(II) ion,ADAMTS5
319,1531,5673,Zinc,ADAMTS8
320,1531,5692,Zinc,ADAMTS9
321,1531,352,Zinc,ADCY1
322,80001,352,Manganese,ADCY1
323,79938,352,Calcium(II) ion,ADCY1
324,1531,2333,Zinc,ADCY2
325,79942,2333,potassium cation,ADCY2
326,80001,2333,Manganese,ADCY2
327,31783,2333,DL-asparagine,ADCY2
328,79938,2333,Calcium(II) ion,ADCY2
329,1531,4803,Zinc,ADCY3
330,80001,4803,Manganese,ADCY3
331,79938,4803,Calcium(II) ion,ADCY3
332,1531,4807,Zinc,ADCY4
333,80001,4807,Manganese,ADCY4
334,79938,4807,Calcium(II) ion,ADCY4
335,1531,2335,Zinc,ADCY5
336,80001,2335,Manganese,ADCY5
337,79938,2335,Calcium(II) ion,ADCY5
338,1531,4806,Zinc,ADCY6
339,120,4806,Vitamin C,ADCY6
340,80001,4806,Manganese,ADCY6
341,79938,4806,Calcium(II) ion,ADCY6
342,1531,4802,Zinc,ADCY7
343,80001,4802,Manganese,ADCY7
344,79938,4802,Calcium(II) ion,ADCY7
345,1531,4804,Zinc,ADCY8
346,80001,4804,Manganese,ADCY8
347,79938,4804,Calcium(II) ion,ADCY8
348,40089,4805,D-Glucopyranose,ADCY9
349,79938,4805,Calcium(II) ion,ADCY9
350,144,2959,L-Tryptophan,ADCYAP1
351,1531,550,Zinc,ADH1A
