FH1: TOM formula 1 known to treat Hypertension,,,,
Idx,compID,geneID,CompName_afterADMET,GeneSymbol
26,57137,727,Gallic acid,ABCB1
27,32326,743,Oleanolic acid,ABCB11
28,5822,5487,(E)-Isoferulic acid,ABCB6
29,5822,5482,(E)-Isoferulic acid,ABCB7
30,5822,5492,(E)-Isoferulic acid,ABCE1
19,32326,3338,Oleanolic acid,ABCG2
31,57137,751,Gallic acid,ABL1
32,32487,270,ursolic acid,ACACA
33,57137,5420,Gallic acid,ACAN
20,37808,272,Cryptotanshinone,ACHE
34,5822,5805,(E)-Isoferulic acid,ACO1
35,5822,1632,(E)-Isoferulic acid,ACO2
36,32487,765,ursolic acid,ACP1
37,32326,765,Oleanolic acid,ACP1
38,36229,3515,(S)-(-)-Rosmarinic acid,ADAM17
39,5822,558,(E)-Isoferulic acid,ADH5
40,5822,747,(E)-Isoferulic acid,AFG3L2
41,35378,4424,Protocatechuic aldehyde,AGER
42,32326,4424,Oleanolic acid,AGER
43,57137,4424,Gallic acid,AGER
44,37808,1048,Cryptotanshinone,AHR
45,32487,2563,ursolic acid,AIFM1
46,33430,559,Tanshinone IIA,AKR1B1
47,66914,559,Salvianolicacid A,AKR1B1
48,32487,738,ursolic acid,AKT1
49,32326,738,Oleanolic acid,AKT1
50,57137,738,Gallic acid,AKT1
51,57137,1331,Gallic acid,ALAD
11,57137,4730,Gallic acid,ALB
52,33430,740,Tanshinone IIA,APAF1
53,57137,3941,Gallic acid,APOB
54,6159,1042,(2R)-3-Bromo-2-hydroxy-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,AR
55,33430,4298,Tanshinone IIA,ATF3
23,57137,848,Gallic acid,ATM
56,9912,2266,cis-caffeic acid,AURKA
57,32487,4943,ursolic acid,BAX
58,33430,4943,Tanshinone IIA,BAX
59,57137,4943,Gallic acid,BAX
21,37808,275,Cryptotanshinone,BCHE
60,32487,1404,ursolic acid,BCL2
61,57137,1404,Gallic acid,BCL2
62,57137,3481,Gallic acid,BCR
15,57137,909,Gallic acid,CA1
63,57137,1156,Gallic acid,CA12
64,57137,1352,Gallic acid,CA13
65,57137,1308,Gallic acid,CA14
16,57137,910,Gallic acid,CA2
66,57137,1309,Gallic acid,CA3
67,57137,911,Gallic acid,CA4
68,57137,1346,Gallic acid,CA5A
69,57137,1347,Gallic acid,CA5B
70,57137,1348,Gallic acid,CA6
71,57137,999,Gallic acid,CA7
72,57137,1155,Gallic acid,CA9
73,5822,2320,(E)-Isoferulic acid,CAPNS1
74,32487,1382,ursolic acid,CASP3
75,33430,1382,Tanshinone IIA,CASP3
76,32326,1382,Oleanolic acid,CASP3
77,57137,1382,Gallic acid,CASP3
78,32487,2731,ursolic acid,CASP7
79,57137,2731,Gallic acid,CASP7
80,32487,4256,ursolic acid,CASP8
81,32326,4256,Oleanolic acid,CASP8
82,57137,4256,Gallic acid,CASP8
83,32487,1471,ursolic acid,CAT
84,32326,1471,Oleanolic acid,CAT
85,57137,1471,Gallic acid,CAT
86,70634,4161,Caricaxanthin,CCNB1
87,70634,4967,Caricaxanthin,CCNB2
88,70634,4966,Caricaxanthin,CCNB3
