FH5: TOM formula 5 known to treat Hypertension,,,,
Idx,compID,geneID,CompName_afterADMET,GeneSymbol
2,3967,4915,Quercetin,A1BG
3,2414,4915,gamma-Aminobutyric acid,A1BG
4,79938,156,Calcium(II) ion,A2M
5,1531,5008,Zinc,AADAC
6,31797,5008,DL-Methionine,AADAC
7,84987,5008,DL-Histidine,AADAC
8,27647,5008,DL-Glutamic acid,AADAC
9,79938,5008,Calcium(II) ion,AADAC
10,1531,3630,Zinc,AADACL2
11,31797,3630,DL-Methionine,AADACL2
12,84987,3630,DL-Histidine,AADACL2
13,27647,3630,DL-Glutamic acid,AADACL2
14,79938,3630,Calcium(II) ion,AADACL2
15,1531,39114,Zinc,AADACL4
16,31797,39114,DL-Methionine,AADACL4
17,84987,39114,DL-Histidine,AADACL4
18,27647,39114,DL-Glutamic acid,AADACL4
19,79938,39114,Calcium(II) ion,AADACL4
20,3967,177,Quercetin,AADAT
21,31784,177,Pipecolic acid,AADAT
22,2414,177,gamma-Aminobutyric acid,AADAT
23,27647,177,DL-Glutamic acid,AADAT
24,27647,1694,DL-Glutamic acid,AANAT
25,1531,690,Zinc,AARS
26,120,690,Vitamin C,AARS
27,85497,690,DL-Serine,AARS
28,31797,690,DL-Methionine,AARS
29,9038,690,DL-Isoleucine,AARS
30,84987,690,DL-Histidine,AARS
31,31783,690,DL-asparagine,AARS
32,36042,690,Coumesterol,AARS
33,1531,689,Zinc,AARS2
34,85497,689,DL-Serine,AARS2
35,1531,434,Zinc,AASS
36,3967,434,Quercetin,AASS
37,31784,434,Pipecolic acid,AASS
38,86025,434,Oxygen,AASS
39,80001,434,Manganese,AASS
40,2414,434,gamma-Aminobutyric acid,AASS
41,27647,434,DL-Glutamic acid,AASS
42,15910,434,Copper,AASS
43,79938,434,Calcium(II) ion,AASS
44,8153,178,L-(+)-Alanine,ABAT
45,2414,178,gamma-Aminobutyric acid,ABAT
46,84987,178,DL-Histidine,ABAT
47,27647,178,DL-Glutamic acid,ABAT
48,36042,178,Coumesterol,ABAT
49,79938,178,Calcium(II) ion,ABAT
50,1531,730,Zinc,ABCA1
51,120,730,Vitamin C,ABCA1
52,3032,730,Stearic acid,ABCA1
53,3967,730,Quercetin,ABCA1
54,3583,730,Palmitic acid,ABCA1
55,9988,730,D-(&minus;)-Fructose,ABCA1
56,79939,730,Chromium,ABCA1
57,117,730,choline,ABCA1
58,9026,730,Arachidonic acid,ABCA1
59,10009,730,Adenosine cyclic 3',ABCA1
