FH6: TOM formula 6 known to treat Hypertension,,,,
Idx,compID,geneID,CompName_afterADMET,GeneSymbol
1,3967,4915,Quercetin,A1BG
2,2414,4915,gamma-Aminobutyric acid,A1BG
3,79938,156,Calcium(II) ion,A2M
4,1531,5008,Zinc,AADAC
5,10237,5008,Phenol,AADAC
6,31797,5008,DL-Methionine,AADAC
7,84987,5008,DL-Histidine,AADAC
8,27647,5008,DL-Glutamic acid,AADAC
9,79938,5008,Calcium(II) ion,AADAC
10,1531,3630,Zinc,AADACL2
11,10237,3630,Phenol,AADACL2
12,31797,3630,DL-Methionine,AADACL2
13,84987,3630,DL-Histidine,AADACL2
14,27647,3630,DL-Glutamic acid,AADACL2
15,79938,3630,Calcium(II) ion,AADACL2
16,1531,39114,Zinc,AADACL4
17,10237,39114,Phenol,AADACL4
18,31797,39114,DL-Methionine,AADACL4
19,84987,39114,DL-Histidine,AADACL4
20,27647,39114,DL-Glutamic acid,AADACL4
21,79938,39114,Calcium(II) ion,AADACL4
22,3967,177,Quercetin,AADAT
23,2102,177,Phenylethyl alcohol,AADAT
24,2414,177,gamma-Aminobutyric acid,AADAT
25,27647,177,DL-Glutamic acid,AADAT
26,5525,177,Benzyl alcohol,AADAT
27,27647,1694,DL-Glutamic acid,AANAT
28,1531,690,Zinc,AARS
29,120,690,Vitamin C,AARS
30,85497,690,DL-Serine,AARS
31,31797,690,DL-Methionine,AARS
32,9038,690,DL-Isoleucine,AARS
33,84987,690,DL-Histidine,AARS
34,1531,689,Zinc,AARS2
35,85497,689,DL-Serine,AARS2
36,1531,434,Zinc,AASS
37,3967,434,Quercetin,AASS
38,86025,434,Oxygen,AASS
39,80001,434,Manganese,AASS
40,2414,434,gamma-Aminobutyric acid,AASS
41,27647,434,DL-Glutamic acid,AASS
42,15910,434,Copper,AASS
43,79938,434,Calcium(II) ion,AASS
44,36879,178,Vanillin,ABAT
45,1020,178,Probenecid,ABAT
46,8153,178,L-(+)-Alanine,ABAT
47,2414,178,gamma-Aminobutyric acid,ABAT
48,84987,178,DL-Histidine,ABAT
49,27647,178,DL-Glutamic acid,ABAT
50,79938,178,Calcium(II) ion,ABAT
51,1531,730,Zinc,ABCA1
52,120,730,Vitamin C,ABCA1
53,2580,730,trans-resveratrol,ABCA1
54,3032,730,Stearic acid,ABCA1
55,3967,730,Quercetin,ABCA1
56,3583,730,Palmitic acid,ABCA1
57,2060,730,n-butanol,ABCA1
58,2629,730,Hexane,ABCA1
59,9988,730,D-(&minus;)-Fructose,ABCA1
60,79939,730,Chromium,ABCA1
61,117,730,choline,ABCA1
62,36765,730,Butylated hydroxytoluene,ABCA1
63,9026,730,Arachidonic acid,ABCA1
64,3967,5488,Quercetin,ABCA12
65,38690,5503,Nonylphenol,ABCA2
66,15910,5503,Copper,ABCA2
67,897,5503,Cocaine,ABCA2
68,897,5504,Cocaine,ABCA3
69,36170,5490,Eugenol,ABCA6
70,3967,5484,Quercetin,ABCA7
71,1020,5502,Probenecid,ABCA8
72,80001,5497,Manganese,ABCA9
73,120,727,Vitamin C,ABCB1
74,2580,727,trans-resveratrol,ABCB1
75,157,727,Tocopherol,ABCB1
76,3967,727,Quercetin,ABCB1
77,1020,727,Probenecid,ABCB1
78,3583,727,Palmitic acid,ABCB1
79,34516,727,Neochanin,ABCB1
80,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
81,57137,727,Gallic acid,ABCB1
82,27647,727,DL-Glutamic acid,ABCB1
83,40089,727,D-Glucopyranose,ABCB1
84,36582,727,cis-Isosafrole,ABCB1
85,79938,727,Calcium(II) ion,ABCB1
86,3374,727,Butanoic acid,ABCB1
87,1530,5481,Iron,ABCB10
88,9026,743,Arachidonic acid,ABCB11
89,126,743,Alpha-Linolenic acid,ABCB11
90,3967,3869,Quercetin,ABCB4
91,3583,3869,Palmitic acid,ABCB4
92,117,3869,choline,ABCB4
93,1530,5487,Iron,ABCB6
