FS7: TOM formula 7 known to treat Schizophrenia,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
17593,79938,156,Calcium(II) ion,A2M
3050,1531,5008,Zinc,AADAC
10946,1656,5008,Ethylbenzene,AADAC
12234,84987,5008,DL-Histidine,AADAC
18938,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
10903,1656,3630,Ethylbenzene,AADACL2
11835,84987,3630,DL-Histidine,AADACL2
17189,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
10897,1656,39114,Ethylbenzene,AADACL4
11713,84987,39114,DL-Histidine,AADACL4
16668,79938,39114,Calcium(II) ion,AADACL4
2695,1531,690,Zinc,AARS
3431,120,690,Vitamin C,AARS
10938,1656,690,Ethylbenzene,AARS
11470,85497,690,DL-Serine,AARS
12174,84987,690,DL-Histidine,AARS
14132,7726,690,Curcumin,AARS
2968,1531,689,Zinc,AARS2
11491,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
6940,86025,434,Oxygen,AASS
8030,80001,434,Manganese,AASS
14936,15910,434,Copper,AASS
16462,79938,434,Calcium(II) ion,AASS
9238,8153,178,L-(+)-Alanine,ABAT
12112,84987,178,DL-Histidine,ABAT
18373,79938,178,Calcium(II) ion,ABAT
601,1531,730,Zinc,ABCA1
3432,120,730,Vitamin C,ABCA1
4474,3032,730,Stearic acid,ABCA1
6337,3583,730,Palmitic acid,ABCA1
10110,36210,730,Honokiol,ABCA1
13965,9988,730,D-(&minus;)-Fructose,ABCA1
15561,79939,730,Chromium,ABCA1
20273,9026,730,Arachidonic acid,ABCA1
15087,15910,5503,Copper,ABCA2
10519,36170,5490,Eugenol,ABCA6
8286,80001,5497,Manganese,ABCA9
3433,120,727,Vitamin C,ABCB1
4190,157,727,Tocopherol,ABCB1
6667,3583,727,Palmitic acid,ABCB1
7636,34516,727,Neochanin,ABCB1
10410,57137,727,Gallic acid,ABCB1
10975,36468,727,Estragole,ABCB1
12564,40089,727,D-Glucopyranose,ABCB1
14134,7726,727,Curcumin,ABCB1
18420,79938,727,Calcium(II) ion,ABCB1
19357,3374,727,Butanoic acid,ABCB1
20556,31466,727,Allicin,ABCB1
10036,1530,5481,Iron,ABCB10
6978,32326,743,Oleanolic acid,ABCB11
20274,9026,743,Arachidonic acid,ABCB11
20524,126,743,Alpha-Linolenic acid,ABCB11
6668,3583,3869,Palmitic acid,ABCB4
10973,36468,3869,Estragole,ABCB4
9983,1530,5487,Iron,ABCB6
21213,5822,5487,(E)-Isoferulic acid,ABCB6
9987,1530,5482,Iron,ABCB7
12565,40089,5482,D-Glucopyranose,ABCB7
21226,5822,5482,(E)-Isoferulic acid,ABCB7
2308,1531,5505,Zinc,ABCB9
3434,120,1448,Vitamin C,ABCC1
4344,35710,1448,Tangeritin,ABCC1
7637,34516,1448,Neochanin,ABCC1
7667,3283,1448,Naringenin,ABCC1
9247,34602,1448,iso-Licoflavonol,ABCC1
9422,1530,1448,Iron,ABCC1
10289,1081,1448,Hesperetin,ABCC1
10520,36170,1448,Eugenol,ABCC1
12566,40089,1448,D-Glucopyranose,ABCC1
13920,36767,1448,demethoxycurcumin,ABCC1
14136,7726,1448,Curcumin,ABCC1
16379,79938,1448,Calcium(II) ion,ABCC1
19869,36766,1448,Bisdemethoxycurcumin,ABCC1
20607,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
1804,1531,5483,Zinc,ABCC12
3435,120,729,Vitamin C,ABCC2
7638,34516,729,Neochanin,ABCC2
12567,40089,729,D-Glucopyranose,ABCC2
13921,36767,729,demethoxycurcumin,ABCC2
14137,7726,729,Curcumin,ABCC2
7668,3283,5332,Naringenin,ABCC4
10290,1081,5332,Hesperetin,ABCC4
1402,1531,5337,Zinc,ABCC5
