FS6: TOM formula 6 known to treat Schizophrenia,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
6753,3967,4915,Quercetin,A1BG
15638,2414,4915,gamma-Aminobutyric acid,A1BG
30715,79938,156,Calcium(II) ion,A2M
3050,1531,5008,Zinc,AADAC
9401,10237,5008,Phenol,AADAC
18115,31797,5008,DL-Methionine,AADAC
19509,84987,5008,DL-Histidine,AADAC
20751,27647,5008,DL-Glutamic acid,AADAC
32060,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
9069,10237,3630,Phenol,AADACL2
17635,31797,3630,DL-Methionine,AADACL2
19110,84987,3630,DL-Histidine,AADACL2
20669,27647,3630,DL-Glutamic acid,AADACL2
30311,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
8968,10237,39114,Phenol,AADACL4
17495,31797,39114,DL-Methionine,AADACL4
18988,84987,39114,DL-Histidine,AADACL4
20639,27647,39114,DL-Glutamic acid,AADACL4
29790,79938,39114,Calcium(II) ion,AADACL4
7140,3967,177,Quercetin,AADAT
8719,2102,177,Phenylethyl alcohol,AADAT
15688,2414,177,gamma-Aminobutyric acid,AADAT
20581,27647,177,DL-Glutamic acid,AADAT
33245,5525,177,Benzyl alcohol,AADAT
20570,27647,1694,DL-Glutamic acid,AANAT
2695,1531,690,Zinc,AARS
3387,120,690,Vitamin C,AARS
16912,85497,690,DL-Serine,AARS
18021,31797,690,DL-Methionine,AARS
18780,9038,690,DL-Isoleucine,AARS
19449,84987,690,DL-Histidine,AARS
20798,36058,690,Dibutyl phthalate,AARS
2968,1531,689,Zinc,AARS2
16933,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
4947,3967,434,Quercetin,AASS
10417,86025,434,Oxygen,AASS
12740,80001,434,Manganese,AASS
15317,2414,434,gamma-Aminobutyric acid,AASS
19686,27647,434,DL-Glutamic acid,AASS
27423,15910,434,Copper,AASS
29584,79938,434,Calcium(II) ion,AASS
4007,36879,178,Vanillin,ABAT
7479,1020,178,Probenecid,ABAT
13957,8153,178,L-(+)-Alanine,ABAT
15149,31781,178,g-Guanidinobutyrate,ABAT
15615,2414,178,gamma-Aminobutyric acid,ABAT
19387,84987,178,DL-Histidine,ABAT
20165,27647,178,DL-Glutamic acid,ABAT
20800,36058,178,Dibutyl phthalate,ABAT
31495,79938,178,Calcium(II) ion,ABAT
601,1531,730,Zinc,ABCA1
3388,120,730,Vitamin C,ABCA1
4137,19990,730,Triolein,ABCA1
4562,3032,730,Stearic acid,ABCA1
5140,3967,730,Quercetin,ABCA1
9631,9921,730,Palmitoleic acid,ABCA1
9785,3583,730,Palmitic acid,ABCA1
