FD7: TOM formula 7 known to treat Diabetes mellitus,,,,
Idx,compID,geneID,CompName_afterADMET,GeneSymbol
709,5525,177,Benzyl alcohol,AADAT
40,3032,730,Stearic acid,ABCA1
2,3032,728,Stearic acid,ABCG1
287,35694,751,Myristicin,ABL1
753,36250,751,Benzaldehyde,ABL1
94,3032,267,Stearic acid,ACACB
178,4006,267,Palmitelaidic acid,ACACB
282,34249,353,Octadecane,ACSL1
3,3032,4451,Stearic acid,ADIPOQ
521,3876,4451,Berberine,ADIPOQ
60,3032,840,Stearic acid,ADORA2A
612,3876,939,Berberine,ADRA2C
616,3876,788,Berberine,ADRB1
647,3876,824,Berberine,ADRB2
625,3876,1043,Berberine,ADRB3
651,3876,559,Berberine,AKR1B1
676,5525,559,Benzyl alcohol,AKR1B1
456,8786,592,Gamma-Linolenic acid,AKR1C1
4,3032,738,Stearic acid,AKT1
523,3876,738,Berberine,AKT1
97,3032,4730,Stearic acid,ALB
228,4006,4730,Palmitelaidic acid,ALB
713,5525,4730,Benzyl alcohol,ALB
879,31875,446,2-Azetidinecarboxylic acid,ALDH18A1
716,36250,605,Benzaldehyde,ALDH1A1
744,36250,609,Benzaldehyde,ALDH1B1
718,36250,598,Benzaldehyde,ALDH2
719,36250,604,Benzaldehyde,ALDH3A1
720,36250,610,Benzaldehyde,ALDH3B1
922,31875,628,2-Azetidinecarboxylic acid,ALDH4A1
438,42119,4778,hexanol,ALOX12B
453,8786,4778,Gamma-Linolenic acid,ALOX12B
429,42119,4188,hexanol,ALOX15B
436,42119,4777,hexanol,ALOXE3
39,3032,4715,Stearic acid,ALPL
687,5525,4715,Benzyl alcohol,ALPL
35,3032,3751,Stearic acid,ALPP
686,5525,3751,Benzyl alcohol,ALPP
95,3032,1322,Stearic acid,ALPPL2
711,5525,1322,Benzyl alcohol,ALPPL2
888,31875,39184,2-Azetidinecarboxylic acid,ANKRD45
761,36250,740,Benzaldehyde,APAF1
126,3032,4661,Stearic acid,APOA1
115,3032,124,Stearic acid,APOE
458,8786,3449,Gamma-Linolenic acid,APOH
459,8786,1042,Gamma-Linolenic acid,AR
721,36250,1042,Benzaldehyde,AR
435,42119,39173,hexanol,ARSH
289,35694,848,Myristicin,ATM
890,31875,848,2-Azetidinecarboxylic acid,ATM
141,55716,2403,siphonochalyne,B2M
525,3876,4943,Berberine,BAX
654,3876,275,Berberine,BCHE
527,3876,3530,Berberine,BCL2L1
528,3876,3391,Berberine,BIRC5
802,36250,3391,Benzaldehyde,BIRC5
290,35694,5225,Myristicin,BRCA1
849,36250,39231,Benzaldehyde,C19orf26
774,36250,39285,Benzaldehyde,C5orf38
5,3032,1382,Stearic acid,CASP3
292,35694,1382,Myristicin,CASP3
461,8786,1382,Gamma-Linolenic acid,CASP3
529,3876,1382,Berberine,CASP3
6,3032,2731,Stearic acid,CASP7
530,3876,4256,Berberine,CASP8
531,3876,4565,Berberine,CASP9
8,3032,1408,Stearic acid,CCL2
532,3876,1408,Berberine,CCL2
9,3032,3438,Stearic acid,CCL3
462,8786,2014,Gamma-Linolenic acid,CCNA2
533,3876,1461,Berberine,CCND1
534,3876,4963,Berberine,CCND2
463,8786,4441,Gamma-Linolenic acid,CCNE1
535,3876,4441,Berberine,CCNE1
31,3032,4968,Stearic acid,CCNF
837,36250,4962,Benzaldehyde,CCNH
172,4006,4179,Palmitelaidic acid,CDC25A
536,3876,1680,Berberine,CDK2
537,3876,2400,Berberine,CDK4
293,35694,2262,Myristicin,CDK7
540,3876,5462,Berberine,CDKN1B
608,3876,4275,Berberine,CDKN1C
129,3032,3891,Stearic acid,CETP
542,3876,3398,Berberine,CHEK1
294,35694,3397,Myristicin,CHEK2
543,3876,3397,Berberine,CHEK2
638,3876,806,Berberine,CHRM1
465,8786,5620,Gamma-Linolenic acid,CLDN5
645,3876,5168,Berberine,CLPX
48,3032,5048,Stearic acid,COG2
275,4006,244,Palmitelaidic acid,COMT
766,36250,4515,Benzaldehyde,COPS5
239,4006,5159,Palmitelaidic acid,CORIN
606,3876,3500,Berberine,CPS1
28,3032,342,Stearic acid,CREB1
824,36250,186,Benzaldehyde,CSAD
339,35694,1678,Myristicin,CSNK2A1
336,35694,3587,Myristicin,CSNK2A2
96,3032,1836,Stearic acid,CTBP1
699,5525,1836,Benzyl alcohol,CTBP1
629,3876,2019,Berberine,CTSB
843,36250,67,Benzaldehyde,CTSD
10,3032,3447,Stearic acid,CXCL8
544,3876,3447,Berberine,CXCL8
355,41570,2968,Kaur-16-ene,CYB5A
451,8786,2968,Gamma-Linolenic acid,CYB5A
545,3876,1383,Berberine,CYCS
432,42119,3019,hexanol,CYTB
767,36250,206,Benzaldehyde,DDC
130,3032,2771,Stearic acid,DECR1
667,3876,2771,Berberine,DECR1
846,36250,2771,Benzaldehyde,DECR1
208,4006,4660,Palmitelaidic acid,DGAT1
125,3032,4760,Stearic acid,DGAT2
261,4006,4760,Palmitelaidic acid,DGAT2
353,41570,4115,Kaur-16-ene,DHCR24
361,41570,623,Kaur-16-ene,DHCR7
760,36250,1359,Benzaldehyde,DNMT1
620,3876,1418,Berberine,DPP4
639,3876,933,Berberine,DRD5
874,31875,2746,2-Azetidinecarboxylic acid,DUT
11,3032,3443,Stearic acid,EDN1
396,41570,3150,Kaur-16-ene,EEF1A1
925,31875,309,2-Azetidinecarboxylic acid,EGLN3
636,3876,5538,Berberine,EIF3F
555,3876,4039,Berberine,EIF4EBP1
109,3032,5827,Stearic acid,EP300
499,8786,88,Gamma-Linolenic acid,F3
51,3032,87,Stearic acid,F7
43,3032,5085,Stearic acid,FABP3
26,3032,4276,Stearic acid,FABP4
70,3032,356,Stearic acid,FADS1
169,4006,356,Palmitelaidic acid,FADS1
103,3032,357,Stearic acid,FADS2
170,4006,357,Palmitelaidic acid,FADS2
974,31875,260,2-Azetidinecarboxylic acid,FARS2
962,31875,258,2-Azetidinecarboxylic acid,FARSA
556,3876,4665,Berberine,FAS
557,3876,4268,Berberine,FASLG
787,36250,4268,Benzaldehyde,FASLG
90,3032,1394,Stearic acid,FASN
161,37681,1394,Pentadecyl ketone,FASN
221,4006,1394,Palmitelaidic acid,FASN
378,41570,3431,Kaur-16-ene,FDFT1
278,4006,688,Palmitelaidic acid,FFAR1
884,31875,5326,2-Azetidinecarboxylic acid,FKBP10
904,31875,5323,2-Azetidinecarboxylic acid,FKBP11
899,31875,5317,2-Azetidinecarboxylic acid,FKBP14
895,31875,5318,2-Azetidinecarboxylic acid,FKBP15
876,31875,1025,2-Azetidinecarboxylic acid,FKBP1A
875,31875,5320,2-Azetidinecarboxylic acid,FKBP1B
887,31875,5328,2-Azetidinecarboxylic acid,FKBP2
903,31875,5315,2-Azetidinecarboxylic acid,FKBP3
901,31875,4577,2-Azetidinecarboxylic acid,FKBP4
900,31875,5324,2-Azetidinecarboxylic acid,FKBP6
871,31875,5319,2-Azetidinecarboxylic acid,FKBP7
897,31875,5316,2-Azetidinecarboxylic acid,FKBP8
12,3032,4126,Stearic acid,FOXO1
611,3876,4126,Berberine,FOXO1
257,4006,4274,Palmitelaidic acid,G6PC
763,36250,169,Benzaldehyde,GAD1
842,36250,214,Benzaldehyde,GADL1
384,41570,4423,Kaur-16-ene,GATA3
356,41570,4283,Kaur-16-ene,GATA4
73,3032,2534,Stearic acid,GBA
468,8786,417,Gamma-Linolenic acid,GCLC
286,8828,442,Nerylacetone,GCLM
367,41570,1072,Kaur-16-ene,GGPS1
818,36250,439,Benzaldehyde,GLUD1
781,36250,419,Benzaldehyde,GLUD2
659,3876,1890,Berberine,GMPR
605,3876,5911,Berberine,GMPR2
613,3876,420,Berberine,GMPS
698,5525,420,Benzyl alcohol,GMPS
786,36250,3145,Benzaldehyde,GNAI1
800,36250,5879,Benzaldehyde,GNAI2
756,36250,5868,Benzaldehyde,GNAI3
839,36250,5871,Benzaldehyde,GNAT2
708,5525,5824,Benzyl alcohol,GNPNAT1
134,3032,203,Stearic acid,GOT2
284,34249,203,Octadecane,GOT2
104,3032,5826,Stearic acid,GPAM
273,4006,5826,Palmitelaidic acid,GPAM
138,3032,556,Stearic acid,GPD1
13,3032,482,Stearic acid,GPX1
421,42119,444,hexanol,GRIA3
692,5525,424,Benzyl alcohol,GRIN2A
703,5525,426,Benzyl alcohol,GRIN2C
558,3876,1502,Berberine,GSK3B
559,3876,5764,Berberine,H2AFX
988,37200,5098,1-Pentadecene,HADHB
701,5525,239,Benzyl alcohol,HAL
834,36250,239,Benzaldehyde,HAL
825,36250,187,Benzaldehyde,HDC
119,3032,4089,Stearic acid,HHAT
430,42119,3275,hexanol,HMGCL
863,42389,3275,2-Methylpentadecanoic acid,HMGCL
472,8786,678,Gamma-Linolenic acid,HMOX1
560,3876,678,Berberine,HMOX1
690,5525,38988,Benzyl alcohol,HMSD
741,36250,38988,Benzaldehyde,HMSD
561,3876,3450,Berberine,HNF4A
868,38194,582,2-Hydroxy-6-[(8E)-8-pentadecen-1-yl]benzoic acid,HSD17B1
967,31875,5047,2-Azetidinecarboxylic acid,HSPA4
