FD3: TOM formula 3 known to treat Diabetes mellitus,,,,
Idx,compID,geneID,CompName,GeneSymbol
601,1531,730,Zinc,ABCA1
3388,120,730,Vitamin C,ABCA1
4089,19990,730,Triolein,ABCA1
4361,3032,730,Stearic acid,ABCA1
5097,3967,730,Quercetin,ABCA1
9859,3583,730,Palmitic acid,ABCA1
18138,9988,730,D-(&minus;)-Fructose,ABCA1
20032,79939,730,Chromium,ABCA1
20436,117,730,choline,ABCA1
25148,9026,730,Arachidonic acid,ABCA1
3389,120,727,Vitamin C,ABCB1
4119,157,727,Tocopherol,ABCB1
6610,3967,727,Quercetin,ABCB1
10189,3583,727,Palmitic acid,ABCB1
10465,34785,727,Pachypodol,ABCB1
14349,57137,727,Gallic acid,ABCB1
16107,27647,727,DL-Glutamic acid,ABCB1
16743,40089,727,D-Glucopyranose,ABCB1
18101,732,727,D-(-)-Mannitol,ABCB1
23140,79938,727,Calcium(II) ion,ABCB1
24125,3374,727,Butanoic acid,ABCB1
25513,4339,727,Aldosterone,ABCB1
10744,32326,743,Oleanolic acid,ABCB11
18305,4373,743,Coumarin,ABCB11
25149,9026,743,Arachidonic acid,ABCB11
25399,126,743,Alpha-Linolenic acid,ABCB11
11826,42444,3337,Melanin,ABCB5
3390,120,1448,Vitamin C,ABCC1
4841,3967,1448,Quercetin,ABCC1
10463,34785,1448,Pachypodol,ABCC1
11428,34790,1448,Nepetin,ABCC1
13165,1530,1448,Iron,ABCC1
14459,36170,1448,Eugenol,ABCC1
16745,40089,1448,D-Glucopyranose,ABCC1
21099,79938,1448,Calcium(II) ion,ABCC1
1804,1531,5483,Zinc,ABCC12
24867,36175,5498,Arbutin,ABCC13
3391,120,729,Vitamin C,ABCC2
5221,3967,729,Quercetin,ABCC2
11753,42444,729,Melanin,ABCC2
16696,33231,729,Diosgenin,ABCC2
16746,40089,729,D-Glucopyranose,ABCC2
16697,33231,5296,Diosgenin,ABCC3
18306,4373,5296,Coumarin,ABCC3
5060,3967,5332,Quercetin,ABCC4
11770,42444,5332,Melanin,ABCC4
4059,40693,746,Tyr-Gly,ABCC8
7683,79942,746,potassium cation,ABCC8
15623,27647,746,DL-Glutamic acid,ABCC8
21201,79938,746,Calcium(II) ion,ABCC8
4079,40693,737,Tyr-Gly,ABCC9
8152,79942,737,potassium cation,ABCC9
4274,34814,3338,TCMDC-124149,ABCG2
7031,3967,3338,Quercetin,ABCG2
10745,32326,3338,Oleanolic acid,ABCG2
11434,34790,3338,Nepetin,ABCG2
13729,1530,3338,Iron,ABCG2
19301,69881,3338,cobaltous;[5-(5,ABCG2
20250,79939,3338,Chromium,ABCG2
25487,8862,3338,Allantoin,ABCG2
25740,3993,3338,4-Hydroxybenzoic acid,ABCG2
2878,1531,1230,Zinc,ACE2
3392,120,1230,Vitamin C,ACE2
19926,4020,1230,Citric acid,ACE2
1947,1531,272,Zinc,ACHE
3393,120,272,Vitamin C,ACHE
4121,157,272,Tocopherol,ACHE
6164,3967,272,Quercetin,ACHE
7993,79942,272,potassium cation,ACHE
9281,10237,272,Phenol,ACHE
10850,86074,272,Nickel,ACHE
12698,34267,272,Loganin,ACHE
15978,27647,272,DL-Glutamic acid,ACHE
16756,40089,272,D-Glucopyranose,ACHE
18309,4373,272,Coumarin,ACHE
18897,15910,272,Copper,ACHE
20372,117,272,choline,ACHE
20693,35662,272,Catalpol,ACHE
22640,79938,272,Calcium(II) ion,ACHE
24468,3374,272,Butanoic acid,ACHE
25638,1622,272,4-Methylphenol,ACHE
25764,1707,272,3-Methylphenol,ACHE
3394,120,686,Vitamin C,ACSL4
9971,3583,686,Palmitic acid,ACSL4
12725,38621,686,Lignoceric acid,ACSL4
14744,153,686,Eicosapentanoic acid,ACSL4
20823,4236,686,Caprylic acid,ACSL4
1892,1531,554,Zinc,ADH1B
8768,2102,554,Phenylethyl alcohol,ADH1B
14261,32651,554,Geraniol,ADH1B
15372,9038,554,DL-Isoleucine,ADH1B
18882,15910,554,Copper,ADH1B
6072,3967,839,Quercetin,ADORA1
7969,79942,839,potassium cation,ADORA1
15957,27647,839,DL-Glutamic acid,ADORA1
22536,79938,839,Calcium(II) ion,ADORA1
25584,630,839,Adenosine,ADORA1
4381,3032,840,Stearic acid,ADORA2A
5709,3967,840,Quercetin,ADORA2A
9187,10237,840,Phenol,ADORA2A
15859,27647,840,DL-Glutamic acid,ADORA2A
22144,79938,840,Calcium(II) ion,ADORA2A
25581,630,840,Adenosine,ADORA2A
6141,3967,967,Quercetin,ADORA2B
25582,630,967,Adenosine,ADORA2B
5249,3967,3863,Quercetin,ADORA3
16375,27647,3863,DL-Glutamic acid,ADORA3
21598,79938,3863,Calcium(II) ion,ADORA3
25583,630,1210,Adenosine,ADORA3
25585,630,3863,Adenosine,ADORA3
7279,9759,787,Pyroglutamic acid,ADRA1A
9564,38619,787,Pentadecanoic acid,ADRA1A
9836,3583,787,Palmitic acid,ADRA1A
12809,9727,787,Lauric acid,ADRA1A
16774,40089,787,D-Glucopyranose,ADRA1A
21265,79938,787,Calcium(II) ion,ADRA1A
24298,3374,787,Butanoic acid,ADRA1A
26026,44788,787,1-Hexanoic acid,ADRA1A
9632,38619,864,Pentadecanoic acid,ADRA1B
10083,3583,864,Palmitic acid,ADRA1B
12928,9727,864,Lauric acid,ADRA1B
22574,79938,864,Calcium(II) ion,ADRA1B
24452,3374,864,Butanoic acid,ADRA1B
26093,44788,864,1-Hexanoic acid,ADRA1B
7274,9759,865,Pyroglutamic acid,ADRA1D
9568,38619,865,Pentadecanoic acid,ADRA1D
9842,3583,865,Palmitic acid,ADRA1D
12815,9727,865,Lauric acid,ADRA1D
21304,79938,865,Calcium(II) ion,ADRA1D
24293,3374,865,Butanoic acid,ADRA1D
26030,44788,865,1-Hexanoic acid,ADRA1D
7275,9759,877,Pyroglutamic acid,ADRA2A
10856,86074,877,Nickel,ADRA2A
22984,79938,877,Calcium(II) ion,ADRA2A
10857,86074,939,Nickel,ADRA2C
21058,79938,939,Calcium(II) ion,ADRA2C
4467,3373,788,spermidine,ADRB1
7513,1840,788,putrescine,ADRB1
7764,79942,788,potassium cation,ADRB1
21610,79938,788,Calcium(II) ion,ADRB1
4468,3373,824,spermidine,ADRB2
7514,1840,824,putrescine,ADRB2
7982,79942,824,potassium cation,ADRB2
10858,86074,824,Nickel,ADRB2
16775,40089,824,D-Glucopyranose,ADRB2
22604,79938,824,Calcium(II) ion,ADRB2
16776,40089,1043,D-Glucopyranose,ADRB3
24875,36175,1043,Arbutin,ADRB3
6519,3967,777,Quercetin,AGTR1
8079,79942,777,potassium cation,AGTR1
9659,38619,777,Pentadecanoic acid,AGTR1
10174,3583,777,Palmitic acid,AGTR1
13005,9727,777,Lauric acid,AGTR1
16781,40089,777,D-Glucopyranose,AGTR1
23034,79938,777,Calcium(II) ion,AGTR1
24518,3374,777,Butanoic acid,AGTR1
25517,4339,777,Aldosterone,AGTR1
26130,44788,777,1-Hexanoic acid,AGTR1
6006,3967,2217,Quercetin,AKR1A1
8509,79942,2217,potassium cation,AKR1A1
11439,34790,2217,Nepetin,AKR1A1
13758,1530,2217,Iron,AKR1A1
16786,40089,2217,D-Glucopyranose,AKR1A1
22475,79938,2217,Calcium(II) ion,AKR1A1
25776,46875,2217,2-Pentanol,AKR1A1
3400,120,559,Vitamin C,AKR1B1
4032,8960,559,Umbelliferone,AKR1B1
4124,157,559,Tocopherol,AKR1B1
6403,3967,559,Quercetin,AKR1B1
8054,79942,559,potassium cation,AKR1B1
8818,35692,559,Phenylacetic acid,AKR1B1
10464,34785,559,Pachypodol,AKR1B1
11437,34790,559,Nepetin,AKR1B1
13764,1530,559,Iron,AKR1B1
14462,36170,559,Eugenol,AKR1B1
16787,40089,559,D-Glucopyranose,AKR1B1
18951,15910,559,Copper,AKR1B1
19362,4020,559,Citric acid,AKR1B1
20182,79939,559,Chromium,AKR1B1
22920,79938,559,Calcium(II) ion,AKR1B1
24685,5525,559,Benzyl alcohol,AKR1B1
25781,46875,559,2-Pentanol,AKR1B1
26116,44788,559,1-Hexanoic acid,AKR1B1
5413,3967,2218,Quercetin,AKR1B10
8413,79942,2218,potassium cation,AKR1B10
11440,34790,2218,Nepetin,AKR1B10
11731,32790,2218,Menthene,AKR1B10
13755,1530,2218,Iron,AKR1B10
14463,36170,2218,Eugenol,AKR1B10
21824,79938,2218,Calcium(II) ion,AKR1B10
25775,46875,2218,2-Pentanol,AKR1B10
2124,1531,4730,Zinc,ALB
3402,120,4730,Vitamin C,ALB
4028,8960,4730,Umbelliferone,ALB
4418,3032,4730,Stearic acid,ALB
4612,3373,4730,spermidine,ALB
