FD10: TOM formula 10 known to treat Diabetes mellitus,,,,
Idx,compID,geneID,CompName_afterADMET,GeneSymbol
6791,3967,4915,Quercetin,A1BG
13761,1691,156,Isopropyl methoxy pyrazine,A2M
26867,79938,156,Calcium(II) ion,A2M
4519,3373,1922,spermidine,aacC1
3065,1531,5008,Zinc,AADAC
7573,9759,5008,Pyroglutamic acid,AADAC
18139,31797,5008,DL-Methionine,AADAC
19533,84987,5008,DL-Histidine,AADAC
20775,27647,5008,DL-Glutamic acid,AADAC
28212,79938,5008,Calcium(II) ion,AADAC
1099,1531,3630,Zinc,AADACL2
7511,9759,3630,Pyroglutamic acid,AADACL2
17659,31797,3630,DL-Methionine,AADACL2
19134,84987,3630,DL-Histidine,AADACL2
20693,27647,3630,DL-Glutamic acid,AADACL2
26463,79938,3630,Calcium(II) ion,AADACL2
573,1531,39114,Zinc,AADACL4
7495,9759,39114,Pyroglutamic acid,AADACL4
17519,31797,39114,DL-Methionine,AADACL4
19012,84987,39114,DL-Histidine,AADACL4
20663,27647,39114,DL-Glutamic acid,AADACL4
25942,79938,39114,Calcium(II) ion,AADACL4
7178,3967,177,Quercetin,AADAT
9063,31784,177,Pipecolic acid,AADAT
20605,27647,177,DL-Glutamic acid,AADAT
29764,5525,177,Benzyl alcohol,AADAT
30557,38491,177,alpha-Ketoglutaric acid,AADAT
20594,27647,1694,DL-Glutamic acid,AANAT
2710,1531,690,Zinc,AARS
3402,120,690,Vitamin C,AARS
16936,85497,690,DL-Serine,AARS
18045,31797,690,DL-Methionine,AARS
18804,9038,690,DL-Isoleucine,AARS
19473,84987,690,DL-Histidine,AARS
21038,31783,690,DL-asparagine,AARS
2983,1531,689,Zinc,AARS2
16957,85497,689,DL-Serine,AARS2
324,1531,434,Zinc,AASS
4386,121,434,Spermine,AASS
4560,3373,434,spermidine,AASS
4985,3967,434,Quercetin,AASS
7737,1840,434,putrescine,AASS
9042,31784,434,Pipecolic acid,AASS
10318,86025,434,Oxygen,AASS
12032,80001,434,Manganese,AASS
19710,27647,434,DL-Glutamic acid,AASS
23145,15910,434,Copper,AASS
25736,79938,434,Calcium(II) ion,AASS
30296,38491,434,alpha-Ketoglutaric acid,AASS
7363,114,178,Pyruvic acid,ABAT
7813,1840,178,putrescine,ABAT
13662,8153,178,L-(+)-Alanine,ABAT
19411,84987,178,DL-Histidine,ABAT
20189,27647,178,DL-Glutamic acid,ABAT
27647,79938,178,Calcium(II) ion,ABAT
30500,38491,178,alpha-Ketoglutaric acid,ABAT
31049,25864,178,2-Pyrrolidone,ABAT
616,1531,730,Zinc,ABCA1
3403,120,730,Vitamin C,ABCA1
3986,19990,730,Triolein,ABCA1
4259,3032,730,Stearic acid,ABCA1
5178,3967,730,Quercetin,ABCA1
9599,3583,730,Palmitic acid,ABCA1
13023,32401,730,LITHOCHOLIC ACID,ABCA1
22828,9988,730,D-(&minus;)-Fructose,ABCA1
24616,79939,730,Chromium,ABCA1
25020,117,730,choline,ABCA1
29970,9026,730,Arachidonic acid,ABCA1
6605,3967,5488,Quercetin,ABCA12
23296,15910,5503,Copper,ABCA2
11870,42444,5506,Melanin,ABCA4
15153,36170,5490,Eugenol,ABCA6
6792,3967,5484,Quercetin,ABCA7
12288,80001,5497,Manganese,ABCA9
3404,120,727,Vitamin C,ABCB1
4038,157,727,Tocopherol,ABCB1
6691,3967,727,Quercetin,ABCB1
9929,3583,727,Palmitic acid,ABCB1
11463,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
13024,32401,727,LITHOCHOLIC ACID,ABCB1
20198,27647,727,DL-Glutamic acid,ABCB1
21224,40089,727,D-Glucopyranose,ABCB1
22791,732,727,D-(-)-Mannitol,ABCB1
27694,79938,727,Calcium(II) ion,ABCB1
28648,3374,727,Butanoic acid,ABCB1
29470,31630,727,bilirubin,ABCB1
30587,4339,727,Aldosterone,ABCB1
14453,1530,5481,Iron,ABCB10
10474,32326,743,Oleanolic acid,ABCB11
13025,32401,743,LITHOCHOLIC ACID,ABCB11
14868,18107,743,Glycocholic acid,ABCB11
22580,10556,743,Deoxycholic acid,ABCB11
29478,31630,743,bilirubin,ABCB11
29971,9026,743,Arachidonic acid,ABCB11
30221,126,743,Alpha-Linolenic acid,ABCB11
