herbID,compID,geneID,herbName,compName,geneName,geneSymbol
3,2060,1,Paeonia lactiflora,n-butanol,Prothrombin / coagulation factor II (thrombin) / THROMBIN,F2
3,2399,1,Paeonia lactiflora,Thymol,Prothrombin / coagulation factor II (thrombin) / THROMBIN,F2
3,2629,1,Paeonia lactiflora,Hexane,Prothrombin / coagulation factor II (thrombin) / THROMBIN,F2
3,10237,1,Paeonia lactiflora,Phenol,Prothrombin / coagulation factor II (thrombin) / THROMBIN,F2
3,36122,1,Paeonia lactiflora,casuariin,Prothrombin / coagulation factor II (thrombin) / THROMBIN,F2
3,2060,2,Paeonia lactiflora,n-butanol,Epidermal growth factor receptor / epidermal growth factor receptor,EGFR
3,10237,2,Paeonia lactiflora,Phenol,Epidermal growth factor receptor / epidermal growth factor receptor,EGFR
3,36170,2,Paeonia lactiflora,Eugenol,Epidermal growth factor receptor / epidermal growth factor receptor,EGFR
3,36807,2,Paeonia lactiflora,4-Allyl-2-methoxy-3-methylphenol,Epidermal growth factor receptor / epidermal growth factor receptor,EGFR
3,38690,7,Paeonia lactiflora,Nonylphenol,Complement C1q subcomponent subunit C / complement component 1,C1QC
3,2629,10,Paeonia lactiflora,Hexane,High affinity immunoglobulin gamma Fc receptor I / Fc fragment of IgG,FCGR1A
3,36170,12,Paeonia lactiflora,Eugenol,Low affinity immunoglobulin gamma Fc region receptor II-b / Fc fragment of IgG,FCGR2B
3,1020,14,Paeonia lactiflora,Probenecid,Interleukin-2 receptor subunit alpha / interleukin 2 receptor,IL2RA
3,10237,14,Paeonia lactiflora,Phenol,Interleukin-2 receptor subunit alpha / interleukin 2 receptor,IL2RA
3,1622,17,Paeonia lactiflora,4-Methylphenol,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,2060,17,Paeonia lactiflora,n-butanol,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,2089,17,Paeonia lactiflora,Phenylacetaldehyde,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,2629,17,Paeonia lactiflora,Hexane,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,10206,17,Paeonia lactiflora,1,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,10237,17,Paeonia lactiflora,Phenol,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,35215,17,Paeonia lactiflora,Methyl salicylate,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,36112,17,Paeonia lactiflora,Paeonol,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,36170,17,Paeonia lactiflora,Eugenol,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,36765,17,Paeonia lactiflora,Butylated hydroxytoluene,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,37358,17,Paeonia lactiflora,Apocynin,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,38690,17,Paeonia lactiflora,Nonylphenol,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,57137,17,Paeonia lactiflora,Gallic acid,Tumor necrosis factor / tumor necrosis factor / TUMOR NECROSIS FACTOR (TNF-ALPHA),TNF
3,36250,22,Paeonia lactiflora,Benzaldehyde,Interferon alpha/beta receptor 1 / interferon (alpha,IFNAR1
3,10237,23,Paeonia lactiflora,Phenol,Plasminogen / plasminogen / PLASMIN,PLG
3,36122,23,Paeonia lactiflora,casuariin,Plasminogen / plasminogen / PLASMIN,PLG
3,10237,26,Paeonia lactiflora,Phenol,Plasminogen activator inhibitor 1 / serpin peptidase inhibitor,SERPINE1
3,36765,26,Paeonia lactiflora,Butylated hydroxytoluene,Plasminogen activator inhibitor 1 / serpin peptidase inhibitor,SERPINE1
3,37358,26,Paeonia lactiflora,Apocynin,Plasminogen activator inhibitor 1 / serpin peptidase inhibitor,SERPINE1
3,36765,28,Paeonia lactiflora,Butylated hydroxytoluene,Erythropoietin receptor / erythropoietin receptor / ERYTHROPOIETIN RECEPTOR,EPOR
3,10237,29,Paeonia lactiflora,Phenol,Urokinase-type plasminogen activator / plasminogen activator,PLAU
3,10237,30,Paeonia lactiflora,Phenol,Tissue-type plasminogen activator / plasminogen activator,PLAT
3,36170,30,Paeonia lactiflora,Eugenol,Tissue-type plasminogen activator / plasminogen activator,PLAT
3,36765,30,Paeonia lactiflora,Butylated hydroxytoluene,Tissue-type plasminogen activator / plasminogen activator,PLAT
3,10237,32,Paeonia lactiflora,Phenol,Plasma serine protease inhibitor / serpin peptidase inhibitor,SERPINA5
3,2629,39,Paeonia lactiflora,Hexane,Neutrophil elastase / elastase,ELANE
3,10237,39,Paeonia lactiflora,Phenol,Neutrophil elastase / elastase,ELANE
3,35215,39,Paeonia lactiflora,Methyl salicylate,Neutrophil elastase / elastase,ELANE
3,36170,39,Paeonia lactiflora,Eugenol,Neutrophil elastase / elastase,ELANE
3,36170,43,Paeonia lactiflora,Eugenol,Syndecan-2 / syndecan 2,SDC2
3,38690,45,Paeonia lactiflora,Nonylphenol,Secretin receptor / secretin receptor / SECRETIN RECEPTOR,SCTR
3,38690,46,Paeonia lactiflora,Nonylphenol,Thyrotropin receptor / thyroid stimulating hormone receptor / THYROID STIMULATING HORMONE RECEPTOR,TSHR
3,10206,47,Paeonia lactiflora,1,Coagulation factor X / coagulation factor X / COAGULATION FACTOR X/ANTITHROMBIN III,F10
3,10237,47,Paeonia lactiflora,Phenol,Coagulation factor X / coagulation factor X / COAGULATION FACTOR X/ANTITHROMBIN III,F10
3,36122,47,Paeonia lactiflora,casuariin,Coagulation factor X / coagulation factor X / COAGULATION FACTOR X/ANTITHROMBIN III,F10
3,10237,48,Paeonia lactiflora,Phenol,Coagulation factor IX / coagulation factor IX,F9
3,10237,49,Paeonia lactiflora,Phenol,von Willebrand factor,VWF
3,32774,52,Paeonia lactiflora,Carvacrol,78 kDa glucose-regulated protein / heat shock 70kDa protein 5 (glucose-regulated protein,HSPA5
3,38690,52,Paeonia lactiflora,Nonylphenol,78 kDa glucose-regulated protein / heat shock 70kDa protein 5 (glucose-regulated protein,HSPA5
3,38690,60,Paeonia lactiflora,Nonylphenol,Complement C3 / complement component 3 / COMPLEMENT C3,C3
3,3993,61,Paeonia lactiflora,4-Hydroxybenzoic acid,Complement C4-A / complement component 4A (Rodgers blood group),C4A
3,3993,62,Paeonia lactiflora,4-Hydroxybenzoic acid,Complement C4-B,C4B_2
3,2060,63,Paeonia lactiflora,n-butanol,Complement C5 / complement component 5,C5
3,10237,64,Paeonia lactiflora,Phenol,Insulin receptor / insulin receptor,INSR
3,10237,65,Paeonia lactiflora,Phenol,Insulin-like growth factor 1 receptor / insulin-like growth factor 1 receptor / INSULIN-LIKE GROWTH FACTOR I RECEPTOR,IGF1R
3,10237,66,Paeonia lactiflora,Phenol,Retinoblastoma-associated protein / retinoblastoma 1 / HISTIDINE-TAGGED RB,RB1
3,36170,66,Paeonia lactiflora,Eugenol,Retinoblastoma-associated protein / retinoblastoma 1 / HISTIDINE-TAGGED RB,RB1
3,36250,67,Paeonia lactiflora,Benzaldehyde,Cathepsin D / cathepsin D / CATHEPSIN D,CTSD
3,38690,67,Paeonia lactiflora,Nonylphenol,Cathepsin D / cathepsin D / CATHEPSIN D,CTSD
3,10237,77,Paeonia lactiflora,Phenol,Annexin A2 / annexin A2,ANXA2
3,38690,81,Paeonia lactiflora,Nonylphenol,Vasopressin V2 receptor / arginine vasopressin receptor 2,AVPR2
3,38690,83,Paeonia lactiflora,Nonylphenol,Vasopressin V1b receptor / arginine vasopressin receptor 1B / VASOPRESSIN RECEPTOR,AVPR1B
3,10237,88,Paeonia lactiflora,Phenol,Tissue factor / coagulation factor III (thromboplastin,F3
3,10244,88,Paeonia lactiflora,Oleic acid,Tissue factor / coagulation factor III (thromboplastin,F3
3,36765,88,Paeonia lactiflora,Butylated hydroxytoluene,Tissue factor / coagulation factor III (thromboplastin,F3
3,10237,104,Paeonia lactiflora,Phenol,Toll-like receptor 2 / toll-like receptor 2 / TOLL-LIKE RECEPTOR 2,TLR2
3,10237,105,Paeonia lactiflora,Phenol,Collagen alpha-1(I) chain / collagen,COL1A1
3,57137,106,Paeonia lactiflora,Gallic acid,Collagen alpha-1(II) chain / collagen,COL2A1
3,10237,109,Paeonia lactiflora,Phenol,Growth hormone receptor / growth hormone receptor,GHR
3,10237,114,Paeonia lactiflora,Phenol,Coagulation factor VIII / coagulation factor VIII,F8
3,10237,117,Paeonia lactiflora,Phenol,Vitamin K-dependent protein S / protein S (alpha),PROS1
3,57137,123,Paeonia lactiflora,Gallic acid,Growth factor receptor-bound protein 2 / growth factor receptor-bound protein 2 / GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2,GRB2
3,2629,124,Paeonia lactiflora,Hexane,Apolipoprotein E / apolipoprotein E,APOE
3,10237,124,Paeonia lactiflora,Phenol,Apolipoprotein E / apolipoprotein E,APOE
3,37358,124,Paeonia lactiflora,Apocynin,Apolipoprotein E / apolipoprotein E,APOE
3,1020,127,Paeonia lactiflora,Probenecid,Transforming growth factor beta-1 / transforming growth factor,TGFB1
3,10237,127,Paeonia lactiflora,Phenol,Transforming growth factor beta-1 / transforming growth factor,TGFB1
3,36765,127,Paeonia lactiflora,Butylated hydroxytoluene,Transforming growth factor beta-1 / transforming growth factor,TGFB1
3,10237,130,Paeonia lactiflora,Phenol,Receptor tyrosine-protein kinase erbB-2 / erb-b2 receptor tyrosine kinase 2 / HER-2 SUBSTRATE,ERBB2
3,36765,132,Paeonia lactiflora,Butylated hydroxytoluene,T-cell surface glycoprotein CD3 delta chain / CD3d molecule,CD3D
3,38690,136,Paeonia lactiflora,Nonylphenol,Synaptosomal-associated protein 25 / synaptosomal-associated protein,SNAP25
3,57137,137,Paeonia lactiflora,Gallic acid,Rho-related GTP-binding protein RhoB / ras homolog family member B,RHOB
3,7890,140,Paeonia lactiflora,(+/-)-Eucalyptol,Glutamate carboxypeptidase 2 / folate hydrolase (prostate-specific membrane antigen) 1 / GLUTAMATE CARBOXYPEPTIDASE II,FOLH1
3,2089,149,Paeonia lactiflora,Phenylacetaldehyde,T-lymphocyte activation antigen CD86 / CD86 molecule,CD86
3,36170,149,Paeonia lactiflora,Eugenol,T-lymphocyte activation antigen CD86 / CD86 molecule,CD86
3,10237,150,Paeonia lactiflora,Phenol,T-cell surface glycoprotein CD4 / CD4 molecule / T-CELL SURFACE ANTIGEN CD4,CD4
3,36170,151,Paeonia lactiflora,Eugenol,Integrin beta-1 / integrin,ITGB1
3,35215,152,Paeonia lactiflora,Methyl salicylate,Integrin alpha-V / integrin,ITGAV
3,38690,154,Paeonia lactiflora,Nonylphenol,Platelet-derived growth factor receptor beta / platelet-derived growth factor receptor,PDGFRB
3,36170,155,Paeonia lactiflora,Eugenol,Platelet-derived growth factor receptor alpha / platelet-derived growth factor receptor,PDGFRA
3,10237,161,Paeonia lactiflora,Phenol,Oxytocin-neurophysin 1 / oxytocin/neurophysin I prepropeptide,OXT
3,38690,161,Paeonia lactiflora,Nonylphenol,Oxytocin-neurophysin 1 / oxytocin/neurophysin I prepropeptide,OXT
3,1622,163,Paeonia lactiflora,4-Methylphenol,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
3,2089,163,Paeonia lactiflora,Phenylacetaldehyde,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
3,2629,163,Paeonia lactiflora,Hexane,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
3,10206,163,Paeonia lactiflora,1,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
3,10237,163,Paeonia lactiflora,Phenol,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
3,36112,163,Paeonia lactiflora,Paeonol,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
3,36170,163,Paeonia lactiflora,Eugenol,Intercellular adhesion molecule 1 / intercellular adhesion molecule 1 / INTERCELLULAR ADHESION MOLECULE-1,ICAM1
3,2060,166,Paeonia lactiflora,n-butanol,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
3,10237,166,Paeonia lactiflora,Phenol,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
3,36765,166,Paeonia lactiflora,Butylated hydroxytoluene,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
3,37358,166,Paeonia lactiflora,Apocynin,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
3,38690,166,Paeonia lactiflora,Nonylphenol,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
3,57137,166,Paeonia lactiflora,Gallic acid,Vascular endothelial growth factor A / vascular endothelial growth factor A / VASCULAR ENDOTHELIAL GROWTH FACTOR A (VEGF2),VEGFA
3,2089,169,Paeonia lactiflora,Phenylacetaldehyde,Glutamate decarboxylase 1 / GAD1 protein / Glutamate decarboxylase 1 (Brain,GAD1
3,36250,169,Paeonia lactiflora,Benzaldehyde,Glutamate decarboxylase 1 / GAD1 protein / Glutamate decarboxylase 1 (Brain,GAD1
3,38690,169,Paeonia lactiflora,Nonylphenol,Glutamate decarboxylase 1 / GAD1 protein / Glutamate decarboxylase 1 (Brain,GAD1
3,36250,172,Paeonia lactiflora,Benzaldehyde,Serine hydroxymethyltransferase,SHMT1
3,1020,175,Paeonia lactiflora,Probenecid,Ornithine aminotransferase,OAT
3,36250,175,Paeonia lactiflora,Benzaldehyde,Ornithine aminotransferase,OAT
3,38690,175,Paeonia lactiflora,Nonylphenol,Ornithine aminotransferase,OAT
3,57137,176,Paeonia lactiflora,Gallic acid,Ornithine decarboxylase / ornithine decarboxylase 1 / ORNITHINE DECARBOXYLASE,ODC1
3,2102,177,Paeonia lactiflora,Phenylethyl alcohol,Kynurenine/alpha-aminoadipate aminotransferase,AADAT
3,5525,177,Paeonia lactiflora,Benzyl alcohol,Kynurenine/alpha-aminoadipate aminotransferase,AADAT
3,1020,178,Paeonia lactiflora,Probenecid,4-aminobutyrate aminotransferase,ABAT
3,2089,180,Paeonia lactiflora,Phenylacetaldehyde,Sphingosine-1-phosphate lyase 1 / sphingosine-1-phosphate lyase 1,SGPL1
