FE3: TOM formula 3 known to treat Epilepsy,,,,
Idx,compID,geneID,CompName,GeneSymbol
6961,3967,4915,Quercetin,A1BG
13216,1691,156,Isopropyl methoxy pyrazine,A2M
27196,79938,156,Calcium(II) ion,A2M
4606,3373,1922,spermidine,aacC1
3050,1531,5008,Zinc,AADAC
7743,9759,5008,Pyroglutamic acid,AADAC
17001,31797,5008,DL-Methionine,AADAC
18395,84987,5008,DL-Histidine,AADAC
19637,27647,5008,DL-Glutamic acid,AADAC
28541,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
7681,9759,3630,Pyroglutamic acid,AADACL2
16521,31797,3630,DL-Methionine,AADACL2
17996,84987,3630,DL-Histidine,AADACL2
19555,27647,3630,DL-Glutamic acid,AADACL2
26792,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
7665,9759,39114,Pyroglutamic acid,AADACL4
16381,31797,39114,DL-Methionine,AADACL4
17874,84987,39114,DL-Histidine,AADACL4
19525,27647,39114,DL-Glutamic acid,AADACL4
26271,79938,39114,Calcium(II) ion,AADACL4
4088,85468,177,Tyrosol,AADAT
7348,3967,177,Quercetin,AADAT
19467,27647,177,DL-Glutamic acid,AADAT
30110,38491,177,alpha-Ketoglutaric acid,AADAT
19456,27647,1694,DL-Glutamic acid,AANAT
2695,1531,690,Zinc,AARS
3387,120,690,Vitamin C,AARS
15798,85497,690,DL-Serine,AARS
16907,31797,690,DL-Methionine,AARS
17666,9038,690,DL-Isoleucine,AARS
18335,84987,690,DL-Histidine,AARS
21332,36042,690,Coumesterol,AARS
2968,1531,689,Zinc,AARS2
15819,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
4473,121,434,Spermine,AASS
4647,3373,434,spermidine,AASS
5155,3967,434,Quercetin,AASS
7907,1840,434,putrescine,AASS
10343,86025,434,Oxygen,AASS
11835,80001,434,Manganese,AASS
18572,27647,434,DL-Glutamic acid,AASS
23181,4373,434,Coumarin,AASS
23494,15910,434,Copper,AASS
26065,79938,434,Calcium(II) ion,AASS
29849,38491,434,alpha-Ketoglutaric acid,AASS
7533,114,178,Pyruvic acid,ABAT
7983,1840,178,putrescine,ABAT
13198,8153,178,L-(+)-Alanine,ABAT
18273,84987,178,DL-Histidine,ABAT
19051,27647,178,DL-Glutamic acid,ABAT
21333,36042,178,Coumesterol,ABAT
27976,79938,178,Calcium(II) ion,ABAT
30053,38491,178,alpha-Ketoglutaric acid,ABAT
30564,25864,178,2-Pyrrolidone,ABAT
601,1531,730,Zinc,ABCA1
3388,120,730,Vitamin C,ABCA1
4346,3032,730,Stearic acid,ABCA1
5348,3967,730,Quercetin,ABCA1
9725,3583,730,Palmitic acid,ABCA1
21088,9988,730,D-(&minus;)-Fructose,ABCA1
24949,79939,730,Chromium,ABCA1
25353,117,730,choline,ABCA1
29475,9026,730,Arachidonic acid,ABCA1
30136,10009,730,Adenosine cyclic 3',ABCA1
6775,3967,5488,Quercetin,ABCA12
23645,15910,5503,Copper,ABCA2
14485,36170,5490,Eugenol,ABCA6
6962,3967,5484,Quercetin,ABCA7
12091,80001,5497,Manganese,ABCA9
3389,120,727,Vitamin C,ABCB1
4125,157,727,Tocopherol,ABCB1
6861,3967,727,Quercetin,ABCB1
10055,3583,727,Palmitic acid,ABCB1
10215,34785,727,Pachypodol,ABCB1
11299,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
15092,36468,727,Estragole,ABCB1
19060,27647,727,DL-Glutamic acid,ABCB1
19661,40089,727,D-Glucopyranose,ABCB1
28023,79938,727,Calcium(II) ion,ABCB1
28864,3374,727,Butanoic acid,ABCB1
13960,1530,5481,Iron,ABCB10
10389,32326,743,Oleanolic acid,ABCB11
23182,4373,743,Coumarin,ABCB11
29476,9026,743,Arachidonic acid,ABCB11
29774,126,743,Alpha-Linolenic acid,ABCB11
6862,3967,3869,Quercetin,ABCB4
10056,3583,3869,Palmitic acid,ABCB4
15090,36468,3869,Estragole,ABCB4
25525,117,3869,choline,ABCB4
13907,1530,5487,Iron,ABCB6
17238,31797,5487,DL-Methionine,ABCB6
7160,3967,5482,Quercetin,ABCB7
13911,1530,5482,Iron,ABCB7
19662,40089,5482,D-Glucopyranose,ABCB7
2308,1531,5505,Zinc,ABCB9
3390,120,1448,Vitamin C,ABCC1
5092,3967,1448,Quercetin,ABCC1
10213,34785,1448,Pachypodol,ABCC1
11118,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
11654,2272,1448,Myricetin,ABCC1
13346,1530,1448,Iron,ABCC1
14486,36170,1448,Eugenol,ABCC1
15096,34886,1448,Eriodictyol,ABCC1
19663,40089,1448,D-Glucopyranose,ABCC1
25982,79938,1448,Calcium(II) ion,ABCC1
29735,34823,1448,amentoflavone,ABCC1
11198,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
1804,1531,5483,Zinc,ABCC12
3391,120,729,Vitamin C,ABCC2
5472,3967,729,Quercetin,ABCC2
9184,36610,729,Piceid,ABCC2
11655,2272,729,Myricetin,ABCC2
19664,40089,729,D-Glucopyranose,ABCC2
11282,8019,5296,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC3
23183,4373,5296,Coumarin,ABCC3
5311,3967,5332,Quercetin,ABCC4
