FE5: TOM formula 5 known to treat Epilepsy,,,,
Idx,compID,geneID,CompName,GeneSymbol
3689,3967,4915,Quercetin,A1BG
6085,1691,156,Isopropyl methoxy pyrazine,A2M
1349,3373,1922,spermidine,aacC1
4471,9759,5008,Pyroglutamic acid,AADAC
8683,31797,5008,DL-Methionine,AADAC
10578,27647,5008,DL-Glutamic acid,AADAC
4409,9759,3630,Pyroglutamic acid,AADACL2
8203,31797,3630,DL-Methionine,AADACL2
10496,27647,3630,DL-Glutamic acid,AADACL2
4393,9759,39114,Pyroglutamic acid,AADACL4
8063,31797,39114,DL-Methionine,AADACL4
10466,27647,39114,DL-Glutamic acid,AADACL4
4076,3967,177,Quercetin,AADAT
10408,27647,177,DL-Glutamic acid,AADAT
13171,38491,177,alpha-Ketoglutaric acid,AADAT
10397,27647,1694,DL-Glutamic acid,AANAT
8589,31797,690,DL-Methionine,AARS
9348,9038,690,DL-Isoleucine,AARS
1216,121,434,Spermine,AASS
1390,3373,434,spermidine,AASS
1883,3967,434,Quercetin,AASS
4514,1840,434,putrescine,AASS
9513,27647,434,DL-Glutamic acid,AASS
12910,38491,434,alpha-Ketoglutaric acid,AASS
4261,114,178,Pyruvic acid,ABAT
4590,1840,178,putrescine,ABAT
9992,27647,178,DL-Glutamic acid,ABAT
13114,38491,178,alpha-Ketoglutaric acid,ABAT
13423,25864,178,2-Pyrrolidone,ABAT
255,2580,730,trans-resveratrol,ABCA1
1089,3032,730,Stearic acid,ABCA1
2076,3967,730,Quercetin,ABCA1
5788,32401,730,LITHOCHOLIC ACID,ABCA1
11819,117,730,choline,ABCA1
3503,3967,5488,Quercetin,ABCA12
6683,36170,5490,Eugenol,ABCA6
3690,3967,5484,Quercetin,ABCA7
715,2580,727,trans-resveratrol,ABCB1
3589,3967,727,Quercetin,ABCB1
4904,34516,727,Neochanin,ABCB1
5206,8019,727,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCB1
5789,32401,727,LITHOCHOLIC ACID,ABCB1
10001,27647,727,DL-Glutamic acid,ABCB1
12571,31630,727,bilirubin,ABCB1
4775,32326,743,Oleanolic acid,ABCB11
5561,34672,743,Morin,ABCB11
5790,32401,743,LITHOCHOLIC ACID,ABCB11
6414,18107,743,Glycocholic acid,ABCB11
10618,10556,743,Deoxycholic acid,ABCB11
12579,31630,743,bilirubin,ABCB11
3590,3967,3869,Quercetin,ABCB4
5792,32401,3869,LITHOCHOLIC ACID,ABCB4
10619,10556,3869,Deoxycholic acid,ABCB4
11991,117,3869,choline,ABCB4
12570,31630,3869,bilirubin,ABCB4
8920,31797,5487,DL-Methionine,ABCB6
3888,3967,5482,Quercetin,ABCB7
163,2580,1448,trans-resveratrol,ABCC1
1820,3967,1448,Quercetin,ABCC1
4905,34516,1448,Neochanin,ABCC1
4935,3283,1448,Naringenin,ABCC1
5025,8019,1448,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC1
5562,34672,1448,Morin,ABCC1
5793,32401,1448,LITHOCHOLIC ACID,ABCC1
6088,34602,1448,iso-Licoflavonol,ABCC1
6415,18107,1448,Glycocholic acid,ABCC1
6684,36170,1448,Eugenol,ABCC1
10620,10556,1448,Deoxycholic acid,ABCC1
12260,31630,1448,bilirubin,ABCC1
13203,35360,1448,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCC1
5105,8019,5900,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC11
2200,3967,729,Quercetin,ABCC2
4906,34516,729,Neochanin,ABCC2
5794,32401,729,LITHOCHOLIC ACID,ABCC2
10590,33231,729,Diosgenin,ABCC2
10621,10556,729,Deoxycholic acid,ABCC2
12261,31630,729,bilirubin,ABCC2
658,2580,5296,trans-resveratrol,ABCC3
5189,8019,5296,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC3
5795,32401,5296,LITHOCHOLIC ACID,ABCC3
10591,33231,5296,Diosgenin,ABCC3
10622,10556,5296,Deoxycholic acid,ABCC3
12551,31630,5296,bilirubin,ABCC3
241,2580,5332,trans-resveratrol,ABCC4
2039,3967,5332,Quercetin,ABCC4
4936,3283,5332,Naringenin,ABCC4
5055,8019,5332,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCC4
5796,32401,5332,LITHOCHOLIC ACID,ABCC4
12474,31630,5332,bilirubin,ABCC4
457,2580,5337,trans-resveratrol,ABCC5
2720,3967,5337,Quercetin,ABCC5
4937,3283,5337,Naringenin,ABCC5
5797,32401,5337,LITHOCHOLIC ACID,ABCC5
12513,31630,5337,bilirubin,ABCC5
4195,3967,5334,Quercetin,ABCC6
5798,32401,5334,LITHOCHOLIC ACID,ABCC6
9517,27647,746,DL-Glutamic acid,ABCC8
12752,37992,5480,behenic acid,ABCD1
2209,3967,5485,Quercetin,ABCD3
12736,37992,5501,behenic acid,ABCD4
13868,10739,5501,(.+/-.)-Tartaric acid,ABCD4
341,2580,728,trans-resveratrol,ABCG1
1051,3032,728,Stearic acid,ABCG1
11853,117,728,choline,ABCG1
13284,3993,728,4-Hydroxybenzoic acid,ABCG1
859,2580,3338,trans-resveratrol,ABCG2
1002,34814,3338,TCMDC-124149,ABCG2
4010,3967,3338,Quercetin,ABCG2
4776,32326,3338,Oleanolic acid,ABCG2
5251,8019,3338,N-(4-{[(2-Amino-4-hydroxypteridin-6-yl)methyl]amino}benzoyl)glutamic acid,ABCG2
5607,35021,3338,Morachalcone A,ABCG2
5799,32401,3338,LITHOCHOLIC ACID,ABCG2
6068,34518,3338,Licochalcone A,ABCG2
6097,34602,3338,iso-Licoflavonol,ABCG2
6403,57804,3338,Glycyrrh-iso-flavone,ABCG2
8929,31797,3338,DL-Methionine,ABCG2
11013,69881,3338,cobaltous;[5-(5,ABCG2
12598,31630,3338,bilirubin,ABCG2
12821,1475,3338,Androstenedione,ABCG2
13206,35360,3338,7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-buten-1-yl)-4H-chromen-4-one,ABCG2
13330,3993,3338,4-Hydroxybenzoic acid,ABCG2
1040,33749,4893,Stigmasterol,ABCG5
3788,3967,4893,Quercetin,ABCG5
5800,32401,4893,LITHOCHOLIC ACID,ABCG5
10592,33231,4893,Diosgenin,ABCG5
10623,10556,4893,Deoxycholic acid,ABCG5
12822,1475,4893,Androstenedione,ABCG5
13322,3993,4893,4-Hydroxybenzoic acid,ABCG5
1041,33749,5486,Stigmasterol,ABCG8
3509,3967,5486,Quercetin,ABCG8
5801,32401,5486,LITHOCHOLIC ACID,ABCG8
10593,33231,5486,Diosgenin,ABCG8
10624,10556,5486,Deoxycholic acid,ABCG8
12562,31630,5486,bilirubin,ABCG8
12823,1475,5486,Androstenedione,ABCG8
13317,3993,5486,4-Hydroxybenzoic acid,ABCG8
