FE2: TOM formula 2 known to treat Epilepsy,,,,
Idx,compID,geneID,CompName_afterADMET,GeneSymbol
17434,79938,156,Calcium(II) ion,A2M
3065,1531,5008,Zinc,AADAC
12477,84987,5008,DL-Histidine,AADAC
18779,79938,5008,Calcium(II) ion,AADAC
1099,1531,3630,Zinc,AADACL2
12078,84987,3630,DL-Histidine,AADACL2
17030,79938,3630,Calcium(II) ion,AADACL2
573,1531,39114,Zinc,AADACL4
11956,84987,39114,DL-Histidine,AADACL4
16509,79938,39114,Calcium(II) ion,AADACL4
5587,31784,177,Pipecolic acid,AADAT
2710,1531,690,Zinc,AARS
3402,120,690,Vitamin C,AARS
11238,85497,690,DL-Serine,AARS
11748,9038,690,DL-Isoleucine,AARS
12417,84987,690,DL-Histidine,AARS
12842,31783,690,DL-asparagine,AARS
2983,1531,689,Zinc,AARS2
11259,85497,689,DL-Serine,AARS2
324,1531,434,Zinc,AASS
5566,31784,434,Pipecolic acid,AASS
6525,86025,434,Oxygen,AASS
7899,80001,434,Manganese,AASS
14598,15910,434,Copper,AASS
16303,79938,434,Calcium(II) ion,AASS
9088,8153,178,L-(+)-Alanine,ABAT
12355,84987,178,DL-Histidine,ABAT
18214,79938,178,Calcium(II) ion,ABAT
616,1531,730,Zinc,ABCA1
3403,120,730,Vitamin C,ABCA1
4137,3032,730,Stearic acid,ABCA1
5922,3583,730,Palmitic acid,ABCA1
14371,9988,730,D-(&minus;)-Fructose,ABCA1
15232,79939,730,Chromium,ABCA1
15636,117,730,choline,ABCA1
19913,9026,730,Arachidonic acid,ABCA1
14749,15910,5503,Copper,ABCA2
8155,80001,5497,Manganese,ABCA9
3404,120,727,Vitamin C,ABCB1
3961,157,727,Tocopherol,ABCB1
6252,3583,727,Palmitic acid,ABCB1
6756,1102,727,Nifedipine,ABCB1
7832,31366,727,mesaconitine,ABCB1
13011,40089,727,D-Glucopyranose,ABCB1
18261,79938,727,Calcium(II) ion,ABCB1
19215,3374,727,Butanoic acid,ABCB1
9754,1530,5481,Iron,ABCB10
6846,1102,743,Nifedipine,ABCB11
19914,9026,743,Arachidonic acid,ABCB11
20164,126,743,Alpha-Linolenic acid,ABCB11
6253,3583,3869,Palmitic acid,ABCB4
15808,117,3869,choline,ABCB4
6748,1102,3337,Nifedipine,ABCB5
9701,1530,5487,Iron,ABCB6
9705,1530,5482,Iron,ABCB7
13012,40089,5482,D-Glucopyranose,ABCB7
2323,1531,5505,Zinc,ABCB9
3405,120,1448,Vitamin C,ABCC1
7528,3283,1448,Naringenin,ABCC1
9106,35196,1448,ISOGINKGETIN,ABCC1
9140,1530,1448,Iron,ABCC1
9936,1081,1448,Hesperetin,ABCC1
13013,40089,1448,D-Glucopyranose,ABCC1
16220,79938,1448,Calcium(II) ion,ABCC1
1819,1531,5483,Zinc,ABCC12
3406,120,729,Vitamin C,ABCC2
6847,1102,729,Nifedipine,ABCC2
7833,31366,729,mesaconitine,ABCC2
13014,40089,729,D-Glucopyranose,ABCC2
6848,1102,5296,Nifedipine,ABCC3
7529,3283,5332,Naringenin,ABCC4
9937,1081,5332,Hesperetin,ABCC4
1417,1531,5337,Zinc,ABCC5
7530,3283,5337,Naringenin,ABCC5
9938,1081,5337,Hesperetin,ABCC5
6947,86074,5334,Nickel,ABCC6
18982,79938,5334,Calcium(II) ion,ABCC6
4443,79942,746,potassium cation,ABCC8
16322,79938,746,Calcium(II) ion,ABCC8
4912,79942,737,potassium cation,ABCC9
6377,3583,5480,Palmitic acid,ABCD1
8764,38621,5480,Lignoceric acid,ABCD1
16008,4236,5480,Caprylic acid,ABCD1
19707,3374,5480,Butanoic acid,ABCD1
20774,71724,5480,(13E)-13-Docosenoic acid,ABCD1
8743,38621,5491,Lignoceric acid,ABCD2
15960,4236,5491,Caprylic acid,ABCD2
19528,3374,5491,Butanoic acid,ABCD2
8725,38621,5485,Lignoceric acid,ABCD3
15930,4236,5485,Caprylic acid,ABCD3
19915,9026,5485,Arachidonic acid,ABCD3
8773,38621,5501,Lignoceric acid,ABCD4
15943,4236,5501,Caprylic acid,ABCD4
9699,1530,5492,Iron,ABCE1
3175,1531,5479,Zinc,ABCF2
13015,40089,5479,D-Glucopyranose,ABCF2
921,1531,728,Zinc,ABCG1
4099,3032,728,Stearic acid,ABCG1
5783,3583,728,Palmitic acid,ABCG1
6948,86074,728,Nickel,ABCG1
15670,117,728,choline,ABCG1
19916,9026,728,Arachidonic acid,ABCG1
7834,31366,3338,mesaconitine,ABCG2
9115,35196,3338,ISOGINKGETIN,ABCG2
9704,1530,3338,Iron,ABCG2
15450,79939,3338,Chromium,ABCG2
13016,40089,5493,D-Glucopyranose,ABCG4
2748,1531,4893,Zinc,ABCG5
6801,1102,4893,Nifedipine,ABCG5
20865,63707,5174,(.+/-.)-trans-Nerolidol,ABHD1
12605,31783,5005,DL-asparagine,ABHD5
16146,79938,5005,Calcium(II) ion,ABHD5
7607,6911,751,Myristic acid,ABL1
10293,36172,751,ethanal,ABL1
15533,79939,751,Chromium,ABL1
19811,36250,751,Benzaldehyde,ABL1
6420,86025,726,Oxygen,ABL2
15519,79939,726,Chromium,ABL2
19830,36250,726,Benzaldehyde,ABL2
20356,62860,726,4-Methylpentan-2-one,ABL2
5521,31784,5099,Pipecolic acid,ACAA1
11626,9038,5099,DL-Isoleucine,ACAA1
15956,4236,5099,Caprylic acid,ACAA1
17299,79938,5099,Calcium(II) ion,ACAA1
5537,31784,5097,Pipecolic acid,ACAA2
11705,9038,5097,DL-Isoleucine,ACAA2
18053,79938,5097,Calcium(II) ion,ACAA2
5784,3583,270,Palmitic acid,ACACA
13021,40089,270,D-Glucopyranose,ACACA
14372,9988,270,D-(&minus;)-Fructose,ACACA
20165,126,270,Alpha-Linolenic acid,ACACA
512,1531,267,Zinc,ACACB
4191,3032,267,Stearic acid,ACACB
5913,3583,267,Palmitic acid,ACACB
6489,86025,267,Oxygen,ACACB
9827,86925,267,hexahydro-2-oxo-1h-thieno(3,ACACB
10003,32651,267,Geraniol,ACACB
11545,9038,267,DL-Isoleucine,ACACB
12995,31783,267,DL-asparagine,ACACB
14373,9988,267,D-(&minus;)-Fructose,ACACB
15626,117,267,choline,ACACB
15938,4236,267,Caprylic acid,ACACB
16470,79938,267,Calcium(II) ion,ACACB
19741,32446,267,beta-Ionone,ACACB
20580,44788,267,1-Hexanoic acid,ACACB
20771,71724,267,(13E)-13-Docosenoic acid,ACACB
18090,79938,1577,Calcium(II) ion,ACAD8
5867,3583,2480,Palmitic acid,ACADM
15913,4236,2480,Caprylic acid,ACADM
16057,79938,2480,Calcium(II) ion,ACADM
2998,1531,620,Zinc,ACADS
4224,3032,620,Stearic acid,ACADS
6338,3583,620,Palmitic acid,ACADS
6501,86025,620,Oxygen,ACADS
15993,4236,620,Caprylic acid,ACADS
18709,79938,620,Calcium(II) ion,ACADS
19209,37610,620,Butyraldehyde,ACADS
19680,3374,620,Butanoic acid,ACADS
822,1531,717,Zinc,ACADSB
11573,9038,717,DL-Isoleucine,ACADSB
16742,79938,717,Calcium(II) ion,ACADSB
3962,157,1296,Tocopherol,ACAT1
4862,79942,1296,potassium cation,ACAT1
6515,86025,1296,Oxygen,ACAT1
11727,9038,1296,DL-Isoleucine,ACAT1
18257,79938,1296,Calcium(II) ion,ACAT1
6506,86025,1814,Oxygen,ACAT2
16817,79938,1814,Calcium(II) ion,ACAT2
9765,1530,2628,Iron,ACCS
18363,79938,2628,Calcium(II) ion,ACCS
9748,1530,39139,Iron,ACCSL
16442,79938,39139,Calcium(II) ion,ACCSL
2205,1531,778,Zinc,ACE
4800,79942,778,potassium cation,ACE
10136,36341,778,Ethyl acetate,ACE
13023,40089,778,D-Glucopyranose,ACE
14375,9988,778,D-(&minus;)-Fructose,ACE
14922,15910,778,Copper,ACE
17990,79938,778,Calcium(II) ion,ACE
2893,1531,1230,Zinc,ACE2
3407,120,1230,Vitamin C,ACE2
1962,1531,272,Zinc,ACHE
3408,120,272,Vitamin C,ACHE
3963,157,272,Tocopherol,ACHE
4753,79942,272,potassium cation,ACHE
5591,32321,272,Perillic alcohol,ACHE
6949,86074,272,Nickel,ACHE
7531,3283,272,Naringenin,ACHE
10138,36341,272,Ethyl acetate,ACHE
10509,36172,272,ethanal,ACHE
13024,40089,272,D-Glucopyranose,ACHE
14878,15910,272,Copper,ACHE
15572,117,272,choline,ACHE
17761,79938,272,Calcium(II) ion,ACHE
19558,3374,272,Butanoic acid,ACHE
